Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score,RS Rating
ADTN,4,"10% Change, 52 Week High, Week 20%+ Gain, Power Move",ADTRAN Holdings Inc,Technology,Communication Equipment,USA,1.57B,"6,923,072",5.773195876288661,77.11,18.84,3.7821644465842574,3.06,2260000.0,21.69,29.98,82.67,91.04,105.24,10.93,15.89,81.48,167.59,141.59,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 21.7, 'sma50': 30.0, 'sma200': 82.7}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.8%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.8% · holding above 20-day MA'}",False,,95.0,69
ALAB,4,"Growth, IPO, 52 Week High, Week 20%+ Gain",Astera Labs Inc,Technology,Semiconductors,USA,55.76B,325.33,6.534903021547353,533.56,104.18,1.036985505806065,0.92,5580000.0,38.03,79.09,88.89,148.21,71.26,3.22,65.44,153.87,129.43,233.53,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 38.0, 'sma50': 79.1, 'sma200': 88.9}","{'vcp_possible': False, 'confidence': 30, 'signals': ['below-avg volume RVol 0.9x', 'holding above 20-day MA'], 'reason': 'below-avg volume RVol 0.9x · holding above 20-day MA'}",False,,102.0,80
SHLS,4,"10% Change, 52 Week High, Week 20%+ Gain, Power Move",Shoals Technologies Group Inc,Technology,Solar,USA,2.03B,"9,705,159",6.8481848184818475,77.43,37.75,6.633820165405591,1.82,5340000.0,32.8,56.14,48.54,-5.88,109.92,-2.06,55.38,76.93,54.99,156.78,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 32.8, 'sma50': 56.1, 'sma200': 48.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,51.0,65
ARM,3,"Growth, IPO, Week 20%+ Gain",Arm Holdings Plc ADR,Technology,Semiconductors,United Kingdom,322.08B,302.71,6.534306762247696,12.94,22.79,-6.858461538461547,1.02,9060000.0,28.75,59.51,103.41,48.63,8.09,0.87,40.22,129.78,130.08,125.97,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 28.8, 'sma50': 59.5, 'sma200': 103.4}","{'vcp_possible': False, 'confidence': 40, 'signals': ['tight pullback -7% from high', 'holding above 20-day MA'], 'reason': 'tight pullback -7% from high · holding above 20-day MA'}",False,,97.0,70
BHVN,3,"10% Change, Week 20%+ Gain, Power Move",Biohaven Ltd,Healthcare,Biotechnology,USA,1.70B,"4,782,881",6.554472984942428,39.46,0.0,-39.2030156165859,2.2,2180000.0,19.46,19.07,-4.76,59.33,92.33,19.97,17.73,-1.91,16.51,-26.4,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 19.5, 'sma50': 19.1, 'sma200': -4.8}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"-39% from 52w high, Stage 4 (Downtrend)",23.0,4
BTSG,3,"Growth, IPO, 52 Week High",BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,11.74B,60.55,3.1544178364987614,290.87,17.97,0.11574074074074403,0.64,3020000.0,9.45,23.57,61.61,144.76,88.01,32.26,24.67,48.41,75.05,158.98,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 9.4, 'sma50': 23.6, 'sma200': 61.6}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 3.2%', 'volume dry-up RVol 0.6x', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.2% · volume dry-up RVol 0.6x · holding above 20-day MA'}",False,,115.0,63
COHU,3,"Growth, 52 Week High, Power Move",Cohu Inc,Technology,Semiconductor Equipment & Materials,USA,2.59B,54.94,5.132872224244631,35.49,23.1,4.779341648548652,2.23,1050000.0,15.14,34.92,92.65,61.11,107.89,4.47,18.94,75.7,148.26,209.7,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 15.1, 'sma50': 34.9, 'sma200': 92.7}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.1%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.1% · holding above 20-day MA'}",False,,96.0,75
CRSR,3,"10% Change, Week 20%+ Gain, Power Move",Corsair Gaming Inc,Technology,Computer Hardware,USA,1.05B,"9,535,321",5.193482688391039,109.41,8.03,-4.567541302235167,7.22,1320000.0,33.85,51.88,44.44,215.05,38.11,3.34,45.91,72.58,77.26,9.11,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 33.9, 'sma50': 51.9, 'sma200': 44.4}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,70.0,48
MBC,3,"10% Change, Week 20%+ Gain, Power Move",MasterBrand Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1.19B,"8,426,957",5.155746509129967,-101.88,-1.11,-34.52883263009845,3.11,2710000.0,19.09,12.69,-15.34,-218.66,118.39,4.18,-0.32,-12.0,-8.28,-8.19,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 19.1, 'sma50': 12.7, 'sma200': -15.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"-35% from 52w high, Stage 4 (Downtrend)",13.0,2
MU,3,"Growth, 52 Week High, Week 20%+ Gain",Micron Technology Inc,Technology,Semiconductors,USA,1047.00B,928.41,6.107215562090025,410.18,85.55,1.266250800337243,1.52,46850000.0,31.04,72.52,180.89,756.34,78.17,-1.3,76.99,116.41,347.71,863.28,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 31.0, 'sma50': 72.5, 'sma200': 180.9}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,110.0,97
OUST,3,"Growth, 52 Week High, Week 20%+ Gain",Ouster Inc,Technology,Electronic Components,USA,2.82B,44.23,8.501017408998418,50.64,57.34,-2.6199911933069253,1.74,3240000.0,42.0,71.93,70.98,32.66,46.57,-0.34,64.3,123.38,121.93,308.4,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 42.0, 'sma50': 71.9, 'sma200': 71.0}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,51.0,80
SNDK,3,"Growth, IPO, 52 Week High",Sandisk Corp,Technology,Computer Hardware,USA,235.45B,1589.94,6.950576751323949,395.16,82.76,-3.155189006785486,0.62,16670000.000000002,14.1,52.68,236.84,272.72,78.05,-3.33,48.56,151.42,693.9,4064.33,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 14.1, 'sma50': 52.7, 'sma200': 236.8}","{'vcp_possible': True, 'confidence': 70, 'signals': ['volume dry-up RVol 0.6x', 'tight pullback -3% from high', 'holding above 20-day MA'], 'reason': 'volume dry-up RVol 0.6x · tight pullback -3% from high · holding above 20-day MA'}",False,,115.0,99
TE,3,"Growth, 52 Week High, Week 20%+ Gain",T1 Energy Inc,Industrials,Electrical Equipment & Parts,USA,3.06B,10.96,9.215328467153284,34.17,1459.55,1.472085917970567,3.49,22290000.0,66.63,86.06,115.84,29.96,64.64,5.89,106.4,51.8,302.94,861.4,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 66.6, 'sma50': 86.1, 'sma200': 115.8}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,97.0,95
VELO,3,"Growth, 52 Week High, Week 20%+ Gain",Velo3D Inc,Technology,Computer Hardware,USA,768.87M,25.80,9.883720930232558,94.28,24.5,0.27205596579868985,0.97,2690000.0,50.74,83.33,159.21,85.25,21.89,1.58,80.04,164.34,424.39,271.89,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 50.7, 'sma50': 83.3, 'sma200': 159.2}","{'vcp_possible': False, 'confidence': 30, 'signals': ['below-avg volume RVol 1.0x', 'holding above 20-day MA'], 'reason': 'below-avg volume RVol 1.0x · holding above 20-day MA'}",False,,69.0,91
ACMR,2,"52 Week High, Week 20%+ Gain",ACM Research Inc,Technology,Semiconductor Equipment & Materials,USA,5.87B,88.64,6.069494584837544,-17.14,19.69,2.471619153314375,1.68,1350000.0,39.42,65.79,99.09,-18.69,68.4,0.2,66.52,29.46,195.17,280.59,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 39.4, 'sma50': 65.8, 'sma200': 99.1}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,71.0,76
AMD,2,"Growth, 52 Week High",Advanced Micro Devices Inc,Technology,Semiconductors,USA,808.03B,495.54,5.2589094724946515,123.87,34.97,-2.2526432065646085,0.72,38160000.0,17.16,57.13,111.64,92.25,68.36,-0.5,48.09,135.01,143.17,332.56,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 17.2, 'sma50': 57.1, 'sma200': 111.6}","{'vcp_possible': True, 'confidence': 60, 'signals': ['moderate tightness ATR 5.3%', 'volume dry-up RVol 0.7x', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.3% · volume dry-up RVol 0.7x · holding above 20-day MA'}",False,,106.0,83
APLD,2,"52 Week High, Week 20%+ Gain",Applied Digital Corp,Technology,Information Technology Services,USA,14.00B,48.98,8.207431604736627,46.26,60.7,0.2661207778914987,1.18,21710000.0,18.08,46.11,69.48,-120.39,70.26,4.53,45.47,68.43,132.24,545.32,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 18.1, 'sma50': 46.1, 'sma200': 69.5}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,85.0,87
APP,2,"Growth, Power Move",Applovin Corp,Communication Services,Advertising Agencies,USA,190.76B,567.83,5.820403994153179,101.03,20.04,-23.84356432987754,1.76,4700000.0,17.7,25.71,6.14,113.0,65.19,-7.89,23.36,34.67,9.14,49.07,"{'stage': 1, 'badge': '🔵 Stage 1', 'perfect': False, 'sma20': 17.7, 'sma50': 25.7, 'sma200': 6.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,61.0,29
APPS,2,"Week 20%+ Gain, Power Move",Digital Turbine Inc,Technology,Software - Application,USA,800.93M,6.68,7.18562874251497,84.72,15.24,-19.323671497584538,22.64,2410000.0,58.84,84.61,42.24,65.79,61.36,1.9,87.11,72.16,53.92,46.81,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 58.8, 'sma50': 84.6, 'sma200': 42.2}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,59.0,50
ASTS,2,"52 Week High, Week 20%+ Gain",AST SpaceMobile Inc,Technology,Communication Equipment,USA,50.30B,129.60,7.314814814814816,11.19,1732.08,-0.22326584032642538,1.96,17770000.0,55.12,51.27,69.45,-221.95,41.29,0.22,67.88,57.36,152.29,421.74,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 55.1, 'sma50': 51.3, 'sma200': 69.5}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,88.0,83
ASX,2,"Growth, 52 Week High",ASE Technology Holding CoLtd ADR,Technology,Semiconductors,Taiwan,85.72B,39.07,4.402354747888405,43.35,15.55,-1.2635835228708592,1.59,7640000.0,15.79,37.18,107.75,94.89,7.24,0.19,26.65,55.6,182.71,296.25,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 15.8, 'sma50': 37.2, 'sma200': 107.8}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 4.4%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.4% · holding above 20-day MA'}",False,,96.0,79
BIRK,2,"IPO, Week 20%+ Gain",Birkenstock Holding Plc,Consumer Cyclical,Footwear & Accessories,United Kingdom,7.87B,42.79,5.562047207291424,54.59,20.35,-25.192307692307704,1.39,2460000.0,14.42,14.66,2.95,-11.56,41.81,2.83,8.58,7.89,4.26,-21.02,"{'stage': 1, 'badge': '🔵 Stage 1', 'perfect': False, 'sma20': 14.4, 'sma50': 14.7, 'sma200': 3.0}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,38.0,5
BOBS,2,"10% Change, Power Move",Bob's Discount Furniture Inc,Consumer Cyclical,Specialty Retail,USA,1.77B,"1,568,933",6.715867158671586,0.0,0.0,-42.315879097488285,1.27,1240000.0,15.59,14.93,-5.49,0.0,23.61,37.69,15.61,-36.18,0.0,0.0,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 15.6, 'sma50': 14.9, 'sma200': -5.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,0.0,1
BRCB,2,"10% Change, Power Move",Black Rock Coffee Bar Inc,Consumer Cyclical,Restaurants,USA,419.46M,"1,222,430",10.143198090692122,0.0,0.0,-72.43421052631578,2.04,598740.0,-10.86,-31.22,-54.52,0.0,91.12,-3.69,-34.27,-33.54,-57.91,0.0,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': -10.9, 'sma50': -31.2, 'sma200': -54.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"below 50d MA (-31.2%), -72% from 52w high, Stage 4 (Downtrend)",4.0,0
CIFR,2,"52 Week High, Week 20%+ Gain",Cipher Digital Inc,Technology,Information Technology Services,USA,10.29B,25.16,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,32.0,7
