Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,Price,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score,RS Rating
AHR,3,"Growth, IPO, Base / Near-High",American Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,USA,11.99B,"2,157,849",57.44,2.4895543175487465,318.17,12.24,-0.9996552912788781,0.67,3200000.0,4.74,12.56,17.05,390.78,93.64,6.63,14.65,13.56,23.55,51.72,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 4.7, 'sma50': 12.6, 'sma200': 17.1}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 2.5%', 'volume dry-up RVol 0.7x', 'holding above 20-day MA'], 'reason': 'tight range ATR 2.5% · volume dry-up RVol 0.7x · holding above 20-day MA'}",False,,112.0,49
BTSG,3,"Growth, IPO, Base / Near-High",BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,14.31B,"2,481,362",72.91,3.579755863393225,290.87,17.97,-0.6675749318801216,0.64,3900000.0,3.95,12.54,59.79,144.76,85.63,-17.14,7.84,54.47,84.12,252.9,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 4.0, 'sma50': 12.5, 'sma200': 59.8}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 3.6%', 'volume dry-up RVol 0.6x', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.6% · volume dry-up RVol 0.6x · holding above 20-day MA'}",False,,107.0,94
RNG,3,"10% Change, 52 Week High, Power Move",RingCentral Inc,Technology,Software - Application,USA,4.05B,"8,918,349",48.31,5.858000413992962,321.5,5.22,-3.089267803410234,5.06,1760000.0,19.24,19.59,40.55,215.14,102.59,9.2,34.76,25.06,78.07,76.77,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 19.2, 'sma50': 19.6, 'sma200': 40.5}","{'vcp_possible': True, 'confidence': 55, 'signals': ['moderate tightness ATR 5.9%', 'tight pullback -3% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.9% · tight pullback -3% from high · holding above 20-day MA'}",False,,129.0,84
ADPT,2,"Growth, Base / Near-High",Adaptive Biotechnologies Corp,Healthcare,Diagnostics & Research,USA,3.56B,"2,819,934",22.27,5.568028738212842,66.29,55.87,-3.801295896328294,1.04,2700000.0,2.61,22.25,35.84,35.63,95.06,-0.35,15.15,61.14,16.84,108.91,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 2.6, 'sma50': 22.2, 'sma200': 35.8}","{'vcp_possible': True, 'confidence': 55, 'signals': ['moderate tightness ATR 5.6%', 'tight pullback -4% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.6% · tight pullback -4% from high · holding above 20-day MA'}",False,,91.0,92
AFL,2,"Growth, Base / Near-High",Aflac Inc,Financial,Insurance - Life,USA,63.93B,"1,518,578",125.60,1.6480891719745223,37.42,7.25,-0.2620503454300094,0.62,2450000.0,2.97,5.93,11.23,3634.91,58.79,-1.58,6.67,9.1,15.97,22.6,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 3.0, 'sma50': 5.9, 'sma200': 11.2}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 1.6%', 'volume dry-up RVol 0.6x', 'holding above 20-day MA'], 'reason': 'tight range ATR 1.6% · volume dry-up RVol 0.6x · holding above 20-day MA'}",False,,107.0,31
ANET,2,"Growth, Base / Near-High",Arista Networks Inc,Technology,Computer Hardware,USA,219.09B,"4,719,126",173.99,5.36237714811196,22.96,30.57,-8.33947950690127,0.49,9670000.0,0.78,6.18,19.66,26.22,72.1,1.67,7.57,0.83,25.71,52.57,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 0.8, 'sma50': 6.2, 'sma200': 19.7}","{'vcp_possible': True, 'confidence': 85, 'signals': ['moderate tightness ATR 5.4%', 'volume dry-up RVol 0.5x', 'tight pullback -8% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.4% · volume dry-up RVol 0.5x · tight pullback -8% from high · holding above 20-day MA'}",False,,102.0,41
ARGX,2,"Growth, Base / Near-High",Argen X SE ADR,Healthcare,Biotechnology,Netherlands,57.44B,"324,247",918.22,3.2737252510291652,51.88,70.57,-3.7081314624887285,0.94,343780.0,2.89,6.24,10.87,104.48,45.91,-5.63,7.71,16.53,11.03,55.17,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 2.9, 'sma50': 6.2, 'sma200': 10.9}","{'vcp_possible': True, 'confidence': 85, 'signals': ['tight range ATR 3.3%', 'below-avg volume RVol 0.9x', 'tight pullback -4% from high', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.3% · below-avg volume RVol 0.9x · tight pullback -4% from high · holding above 20-day MA'}",False,,103.0,47
BLLN,2,"Growth, Base / Near-High",Billiontoone Inc,Healthcare,Diagnostics & Research,USA,5.80B,"479,070",126.08,5.663071065989848,168.38,98.49,-9.098774333092996,0.66,730700.0,1.01,17.39,34.82,479.93,17.93,5.0,17.02,50.22,39.22,0.0,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 1.0, 'sma50': 17.4, 'sma200': 34.8}","{'vcp_possible': True, 'confidence': 85, 'signals': ['moderate tightness ATR 5.7%', 'volume dry-up RVol 0.7x', 'tight pullback -9% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.7% · volume dry-up RVol 0.7x · tight pullback -9% from high · holding above 20-day MA'}",False,,101.0,89
CPAY,2,"Growth, Base / Near-High",Corpay Inc,Technology,Software - Infrastructure,USA,24.22B,"269,431",370.58,2.992606184899347,16.45,18.26,-0.938276885241518,0.44,607600.0,4.28,5.5,16.42,49.19,100.6,-0.85,7.65,18.22,13.28,11.1,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 4.3, 'sma50': 5.5, 'sma200': 16.4}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 3.0%', 'volume dry-up RVol 0.4x', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.0% · volume dry-up RVol 0.4x · holding above 20-day MA'}",False,,90.0,27
DBRG,2,"Growth, 52 Week High",DigitalBridge Group Inc,Financial,Asset Management,USA,2.99B,"7,242,534",15.90,0.3144654088050315,52.29,-15.9,0.2522068095838659,2.59,2790000.0,0.73,1.08,9.71,635.19,99.63,3.38,1.08,1.86,3.45,41.71,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 0.7, 'sma50': 1.1, 'sma200': 9.7}","{'vcp_possible': False, 'confidence': 45, 'signals': ['tight range ATR 0.3%', 'holding above 20-day MA'], 'reason': 'tight range ATR 0.3% · holding above 20-day MA'}",False,,99.0,26
DELL,2,"Growth, Base / Near-High",Dell Technologies Inc,Technology,Computer Hardware,USA,283.62B,"4,595,903",437.50,7.003428571428572,99.71,38.87,-6.809806803416629,0.53,8710000.0,4.15,14.18,110.1,281.26,39.74,-2.04,0.79,106.23,273.39,240.86,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 4.2, 'sma50': 14.2, 'sma200': 110.1}","{'vcp_possible': True, 'confidence': 70, 'signals': ['volume dry-up RVol 0.5x', 'tight pullback -7% from high', 'holding above 20-day MA'], 'reason': 'volume dry-up RVol 0.5x · tight pullback -7% from high · holding above 20-day MA'}",False,,112.0,98
