Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score,RS Rating
BTSG,3,"Growth, IPO, 52 Week High",BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,10.76B,55.50,3.729729729729729,290.87,17.97,0.34351835111190443,0.93,2910000.0,11.41,21.97,56.02,144.76,79.58,1.57,20.57,41.08,67.47,148.32,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 11.4, 'sma50': 22.0, 'sma200': 56.0}","{'vcp_possible': True, 'confidence': 60, 'signals': ['tight range ATR 3.7%', 'below-avg volume RVol 0.9x', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.7% · below-avg volume RVol 0.9x · holding above 20-day MA'}",False,,109.0,65
DGXX,3,"10% Change, Week 20%+ Gain, Power Move",Digi Power X Inc,Utilities,Utilities - Independent Power Producers,USA,616.58M,"21,008,652",7.985697258641239,36.12,-26.04,3.798094766794513,3.85,5460000.0,93.03,162.01,168.08,103.31,17.12,24.22,234.26,258.55,65.48,470.75,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 93.0, 'sma50': 162.0, 'sma200': 168.1}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,99.0,93
MRAM,3,"10% Change, Week 20%+ Gain, Power Move",Everspin Technologies Inc,Technology,Semiconductors,USA,1.03B,"13,099,441",8.407180186321291,230.43,15.94,-1.4775016789791873,8.76,1490000.0,136.51,235.53,328.1,75.67,50.62,5.74,296.13,285.38,388.73,621.48,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 136.5, 'sma50': 235.5, 'sma200': 328.1}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,105.0,96
RXT,3,"10% Change, Week 20%+ Gain, Power Move",Rackspace Technology Inc,Technology,Software - Infrastructure,USA,1.58B,"59,684,181",10.268562401263823,52.7,-0.49,5.412156536219825,1.78,33450000.000000004,173.7,244.16,367.85,110.77,14.54,-2.61,427.5,1341.91,410.48,386.92,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 173.7, 'sma50': 244.2, 'sma200': 367.9}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,81.0,98
XMTR,3,"Growth, 52 Week High, Week 20%+ Gain",Xometry Inc,Industrials,Industrial Distribution,USA,4.35B,83.92,5.73164918970448,-3.32,29.1,1.6830039621475557,0.87,1060000.0,50.63,78.86,59.69,66.12,98.57,3.97,96.95,22.35,29.49,159.73,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 50.6, 'sma50': 78.9, 'sma200': 59.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,46.0,56
AAON,2,"Growth, Week 20%+ Gain",AAON Inc,Industrials,Building Products & Equipment,USA,10.95B,133.66,6.957953015112974,-25.82,28.27,-10.295302013422825,1.72,1010000.0,30.52,44.44,47.29,36.23,92.2,-0.18,42.89,34.97,26.66,27.75,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 30.5, 'sma50': 44.4, 'sma200': 47.3}","{'vcp_possible': False, 'confidence': 40, 'signals': ['tight pullback -10% from high', 'holding above 20-day MA'], 'reason': 'tight pullback -10% from high · holding above 20-day MA'}",False,,87.0,29
ACHV,2,"10% Change, Week 20%+ Gain",Achieve Life Sciences Inc,Healthcare,Biotechnology,Canada,614.92M,"2,829,023",6.51085141903172,-5.42,0.0,-0.6633499170812573,2.69,1050000.0,31.94,48.91,49.47,23.17,24.3,3.57,67.32,37.39,30.5,141.53,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 31.9, 'sma50': 48.9, 'sma200': 49.5}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,78.0,56
AEVA,2,"10% Change, Power Move",Aeva Technologies Inc,Technology,Software - Infrastructure,USA,1.20B,"4,551,678",9.63855421686747,7.34,103.11,-50.798969072164944,2.91,1560000.0,21.59,28.61,29.2,12.55,59.73,0.52,40.37,47.53,46.17,46.51,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 21.6, 'sma50': 28.6, 'sma200': 29.2}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,81.0,44
AHR,2,"Growth, IPO",American Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,USA,10.02B,51.47,2.8560326403730327,318.17,12.22,-5.853301627949525,1.06,2470000.0,2.67,3.06,10.29,390.78,96.77,21.86,6.92,1.98,4.15,48.12,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 2.7, 'sma50': 3.1, 'sma200': 10.3}","{'vcp_possible': True, 'confidence': 70, 'signals': ['tight range ATR 2.9%', 'tight pullback -6% from high', 'holding above 20-day MA'], 'reason': 'tight range ATR 2.9% · tight pullback -6% from high · holding above 20-day MA'}",False,,117.0,21
ALAB,2,"Growth, IPO",Astera Labs Inc,Technology,Semiconductors,USA,35.04B,204.42,7.460131102631837,533.56,104.18,-22.244199315329016,0.95,5300000.0,4.79,34.57,23.14,148.21,68.23,0.73,22.56,11.79,23.52,154.63,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 4.8, 'sma50': 34.6, 'sma200': 23.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,59.0,53
AMN,2,"Growth, Week 20%+ Gain",AMN Healthcare Services Inc,Healthcare,Medical Care Facilities,USA,1.14B,29.47,5.327451645741432,79.93,19.87,-6.887835703001577,1.3,1230000.0,33.46,44.84,55.63,5676.14,101.24,-5.29,58.61,44.74,64.91,30.23,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 33.5, 'sma50': 44.8, 'sma200': 55.6}","{'vcp_possible': True, 'confidence': 55, 'signals': ['moderate tightness ATR 5.3%', 'tight pullback -7% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.3% · tight pullback -7% from high · holding above 20-day MA'}",False,,92.0,43
ARM,2,"Growth, IPO",Arm Holdings Plc ADR,Technology,Semiconductors,United Kingdom,221.23B,207.92,6.988264717198923,12.94,22.79,-13.185803757828818,1.0,7790000.0,3.72,28.38,45.2,48.63,7.33,0.5,31.95,65.08,36.45,66.59,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 3.7, 'sma50': 28.4, 'sma200': 45.2}","{'vcp_possible': False, 'confidence': 40, 'signals': ['tight pullback -13% from high', 'holding above 20-day MA'], 'reason': 'tight pullback -13% from high · holding above 20-day MA'}",False,,92.0,52
DDOG,2,"Growth, Week 20%+ Gain",Datadog Inc,Technology,Software - Application,USA,70.73B,199.94,5.206561968590577,-21.11,29.54,-1.7879948914431787,0.83,5580000.0,37.05,52.86,43.72,115.46,80.42,-3.71,81.63,54.19,4.55,76.28,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 37.0, 'sma50': 52.9, 'sma200': 43.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,53.0,43
ERO,2,"10% Change, Power Move",Ero Copper Corp,Basic Materials,Copper,Canada,3.33B,"2,274,396",5.017246785826278,1451.66,88.73,-19.87437185929648,1.8,1260000.0,15.86,15.74,31.63,34.14,71.91,-7.4,-0.72,2.94,47.43,134.14,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 15.9, 'sma50': 15.7, 'sma200': 31.6}","{'vcp_possible': True, 'confidence': 55, 'signals': ['moderate tightness ATR 5.0%', 'tight pullback -20% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.0% · tight pullback -20% from high · holding above 20-day MA'}",False,,109.0,50
HPK,2,"10% Change, Power Move",HighPeak Energy Inc,Energy,Oil & Gas E&P,USA,870.61M,"1,034,991",7.256894049346879,-230.75,-25.8,-42.58333333333334,1.0,1040000.0,10.43,9.02,10.57,-494.04,19.99,-0.04,8.16,48.17,18.18,-30.68,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 10.4, 'sma50': 9.0, 'sma200': 10.6}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,63.0,19
INOD,2,"Growth, Week 20%+ Gain",Innodata Inc,Technology,Information Technology Services,USA,3.01B,92.09,9.57758714301227,2.61,40.1,-19.761261653742256,3.04,1480000.0,78.0,101.42,68.29,87.97,50.0,-11.26,136.13,93.67,41.46,157.16,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 78.0, 'sma50': 101.4, 'sma200': 68.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,61.0,72
INSM,2,"10% Change, Power Move",Insmed Inc,Healthcare,Biotechnology,USA,25.14B,"8,230,015",7.094827586206896,3.42,115.09,-45.475910693302005,3.13,2630000.0,-12.77,-18.67,-25.59,46.49,98.88,0.37,-23.25,-21.91,-38.85,71.22,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': -12.8, 'sma50': -18.7, 'sma200': -25.6}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"below 50d MA (-18.7%), -45% from 52w high, Stage 4 (Downtrend)",30.0,16
