Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score
ADTN,2,"Growth, 52 Week High",ADTRAN Holdings Inc,Technology,Communication Equipment,USA,1.05B,4.548959136468773,90.84,17.46,1.6378026800407675,2.54,1340000.0,19.93,27.37,40.41,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 19.9, 'sma50': 27.4, 'sma200': 40.4}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,42.0
ELVN,2,"10% Change, Week 20%+ Gain",Enliven Therapeutics Inc,Healthcare,Biotechnology,USA,2.35B,6.05752099770934,2.24,0.0,6.981430049556181,2.86,1200000.0,30.49,38.94,77.13,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 30.5, 'sma50': 38.9, 'sma200': 77.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,43.0
NAVN,2,"10% Change, Week 20%+ Gain",Navan Inc,Technology,Software - Application,USA,3.26B,7.627765064836003,-68.7,30.82,-42.37362637362637,12.1,1750000.0,35.98,19.44,-3.36,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 36.0, 'sma50': 19.4, 'sma200': -3.4}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"-42% from 52w high, Stage 4 (Downtrend)",17.0
SATL,2,"10% Change, Week 20%+ Gain",Satellogic Inc,Industrials,Aerospace & Defense,USA,918.43M,9.190031152647975,89.07,0.0,-6.140350877192979,2.15,9660000.0,75.75,72.22,106.68,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': False, 'sma20': 75.8, 'sma50': 72.2, 'sma200': 106.7}","{'vcp_possible': False, 'confidence': 40, 'signals': ['tight pullback -6% from high', 'holding above 20-day MA'], 'reason': 'tight pullback -6% from high · holding above 20-day MA'}",False,,69.0
VG,2,"Growth, IPO",Venture Global Inc,Energy,Oil & Gas Midstream,USA,41.33B,7.253269916765754,51.81,176.93,-13.743589743589746,1.32,19740000.0,26.55,53.96,47.09,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 26.6, 'sma50': 54.0, 'sma200': 47.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,51.0
ADEA,1,Growth,Adeia Inc,Technology,Software - Application,USA,2.66B,4.187192118226601,71.9,17.91,-6.630893062476051,1.25,1020000.0,7.69,19.58,49.7,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 7.7, 'sma50': 19.6, 'sma200': 49.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,33.0
ANNA,1,Week 20%+ Gain,AleAnna Inc,Energy,Oil & Gas E&P,USA,474.58M,17.134831460674157,-985.28,0.0,-61.092896174863384,2.58,3320000.0,63.13,112.85,72.41,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 63.1, 'sma50': 112.8, 'sma200': 72.4}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,30.0
APGE,1,IPO,Apogee Therapeutics Inc,Healthcare,Biotechnology,USA,5.45B,6.8604947717419025,-30.45,0.0,-7.784571966133591,1.07,1070000.0,8.35,9.94,39.28,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 8.3, 'sma50': 9.9, 'sma200': 39.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,21.0
AR,1,Growth,Antero Resources Corp,Energy,Oil & Gas E&P,USA,13.68B,3.4965034965034967,1000.65,21.99,-1.0270149586961375,0.69,6180000.0,9.52,20.87,27.13,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 9.5, 'sma50': 20.9, 'sma200': 27.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,42.0
ARM,1,IPO,Arm Holdings plc. ADR,Technology,Semiconductors,United Kingdom,164.40B,5.297157622739017,-2.03,26.45,-15.483730072068125,2.44,6400000.0,21.65,27.63,11.86,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 21.6, 'sma50': 27.6, 'sma200': 11.9}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,50.0
