Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score,RS Rating
FCEL,4,"10% Change, 52 Week High, Week 20%+ Gain, Power Move",Fuelcell Energy Inc,Industrials,Electrical Equipment & Parts,USA,1.06B,"17,327,708",8.684738955823294,11.56,48.29,16.208521958276954,4.32,4010000.0,61.45,119.17,156.5,65.45,41.11,18.58,172.88,169.55,163.49,365.42,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 61.5, 'sma50': 119.2, 'sma200': 156.5}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,95.0,88
KC,4,"10% Change, Growth, 52 Week High, Power Move",Kingsoft Cloud Holdings Ltd ADR,Technology,Software - Application,China,5.35B,"4,395,529",5.412946428571428,56.65,23.05,-2.502720348204557,3.18,1380000.0,9.55,19.78,31.54,32.61,4.65,-0.99,4.61,24.19,52.12,28.46,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 9.6, 'sma50': 19.8, 'sma200': 31.5}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.4%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.4% · holding above 20-day MA'}",False,,96.0,29
VELO,4,"10% Change, Growth, Week 20%+ Gain, Power Move",Velo3D Inc,Technology,Computer Hardware,USA,625.85M,"16,055,850",10.138029509757256,95.72,24.5,-11.870805369127513,6.95,2310000.0,48.87,65.19,125.9,85.25,23.88,-1.02,92.75,66.75,328.78,125.91,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 48.9, 'sma50': 65.2, 'sma200': 125.9}","{'vcp_possible': False, 'confidence': 40, 'signals': ['tight pullback -12% from high', 'holding above 20-day MA'], 'reason': 'tight pullback -12% from high · holding above 20-day MA'}",False,,94.0,82
BTSG,3,"Growth, IPO, 52 Week High",BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,10.96B,56.50,3.6283185840707963,290.87,17.97,-0.17667844522968323,0.96,2920000.0,12.23,23.31,58.03,144.76,79.58,1.57,22.72,41.04,68.31,143.12,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 12.2, 'sma50': 23.3, 'sma200': 58.0}","{'vcp_possible': True, 'confidence': 60, 'signals': ['tight range ATR 3.6%', 'below-avg volume RVol 1.0x', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.6% · below-avg volume RVol 1.0x · holding above 20-day MA'}",False,,109.0,58
CMPS,3,"10% Change, 52 Week High, Power Move",Compass Pathways Plc ADR,Healthcare,Medical Care Facilities,United Kingdom,1.05B,"8,617,009",6.478102189781021,-32.72,0.0,7.272193403151617,1.93,4470000.0,20.99,52.16,74.96,-59.67,56.52,0.13,90.61,73.69,90.94,181.03,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 21.0, 'sma50': 52.2, 'sma200': 75.0}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,67.0,68
DDOG,3,"Growth, 52 Week High, Week 20%+ Gain",Datadog Inc,Technology,Software - Application,USA,72.63B,205.31,5.055769324436218,-21.11,29.54,0.8497887808232685,0.78,5560000.0,36.78,54.75,47.29,115.46,80.74,-3.71,85.68,61.24,2.8,75.01,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 36.8, 'sma50': 54.8, 'sma200': 47.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,58.0,38
LUNR,3,"52 Week High, Week 20%+ Gain, Power Move",Intuitive Machines Inc,Industrials,Aerospace & Defense,USA,7.76B,35.68,8.295964125560538,84.5,-7.71,6.0768224521346115,1.24,13110000.0,29.86,55.73,131.97,76.92,58.9,7.25,50.74,109.39,261.5,206.79,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 29.9, 'sma50': 55.7, 'sma200': 132.0}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,86.0,84
OUST,3,"10% Change, Growth, Power Move",Ouster Inc,Technology,Electronic Components,USA,2.18B,"14,622,647",8.80889669300556,50.64,57.34,-17.959183673469383,6.31,2320000.0,26.21,46.91,34.94,32.66,47.5,-4.83,45.9,80.89,33.11,199.47,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 26.2, 'sma50': 46.9, 'sma200': 34.9}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,71.0,65
REPL,3,"10% Change, Week 20%+ Gain, Power Move",Replimune Group Inc,Healthcare,Biotechnology,USA,437.63M,"17,728,570",12.264150943396228,-13.96,0.0,-59.969788519637454,3.24,5460000.0,81.48,1.45,-22.32,3.16,93.49,-2.71,171.79,-31.7,-39.15,-28.48,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 81.5, 'sma50': 1.4, 'sma200': -22.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,14.0,1
RKLB,3,"Growth, 52 Week High, Week 20%+ Gain",Rocket Lab Corp,Industrials,Aerospace & Defense,USA,71.85B,124.15,6.8546113572291585,19.99,45.83,0.16943682426981965,1.14,23130000.0,39.17,61.36,93.68,37.95,50.1,2.2,71.91,78.33,139.21,468.71,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 39.2, 'sma50': 61.4, 'sma200': 93.7}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,92.0,86
