Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score,RS Rating
ALAB,3,"Growth, IPO, 52 Week High",Astera Labs Inc,Technology,Semiconductors,USA,49.72B,290.10,7.011375387797311,533.56,104.18,0.8342022940563298,1.98,5390000.0,33.44,70.81,70.58,148.21,71.11,0.41,49.49,123.7,107.92,214.74,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 33.4, 'sma50': 70.8, 'sma200': 70.6}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,69.0,76
ARM,3,"Growth, IPO, 52 Week High",Arm Holdings Plc ADR,Technology,Semiconductors,United Kingdom,297.00B,279.13,6.2802278508221985,12.94,22.79,7.586520561039434,4.69,8420000.0,26.82,56.96,91.03,48.63,8.06,0.17,42.0,122.28,105.19,113.98,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 26.8, 'sma50': 57.0, 'sma200': 91.0}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,110.0,69
AXTI,3,"10% Change, Growth, Power Move",AXT Inc,Technology,Semiconductor Equipment & Materials,USA,7.54B,"3,444,042",12.064180398959238,25.6,-0.14,-13.955223880597012,1.15,12030000.0,12.35,48.74,293.25,84.63,57.96,57.29,32.62,288.48,1064.65,8077.31,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 12.3, 'sma50': 48.7, 'sma200': 293.2}","{'vcp_possible': False, 'confidence': 40, 'signals': ['tight pullback -14% from high', 'holding above 20-day MA'], 'reason': 'tight pullback -14% from high · holding above 20-day MA'}",True,RVol 1.1x < 1.5x,91.0,99
BE,3,"Growth, 52 Week High, Power Move",Bloom Energy Corp,Industrials,Electrical Equipment & Parts,USA,89.54B,314.78,7.973822987483323,-246.15,56.53,1.5416079302970065,2.67,10460000.0,14.59,49.92,138.77,313.73,86.21,3.55,37.01,113.34,199.88,1628.61,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 14.6, 'sma50': 49.9, 'sma200': 138.8}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,117.0,97
BTSG,3,"Growth, IPO, 52 Week High",BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,11.44B,58.97,3.374597252840427,290.87,17.97,-0.050847457627123394,0.44,2980000.0,9.99,23.49,59.88,144.76,87.98,1.67,25.02,43.62,86.91,148.4,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 10.0, 'sma50': 23.5, 'sma200': 59.9}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 3.4%', 'volume dry-up RVol 0.4x', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.4% · volume dry-up RVol 0.4x · holding above 20-day MA'}",False,,109.0,59
FCEL,3,"10% Change, 52 Week High, Power Move",Fuelcell Energy Inc,Industrials,Electrical Equipment & Parts,USA,1.24B,"7,089,929",10.631938514090521,11.56,48.29,2.5753328661527686,5.43,5230000.0,50.24,120.8,184.52,65.45,47.43,16.9,98.47,204.95,242.4,454.98,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 50.2, 'sma50': 120.8, 'sma200': 184.5}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,100.0,92
ABCL,2,"10% Change, Power Move",AbCellera Biologics Inc,Healthcare,Biotechnology,Canada,1.57B,"4,213,737",7.572815533980583,15.53,242.66,-20.890937019969268,3.14,5380000.0,13.67,30.14,24.36,7.05,41.54,6.69,26.23,69.41,40.71,158.79,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 13.7, 'sma50': 30.1, 'sma200': 24.4}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,49.0,59
ALMU,2,"10% Change, Power Move",Aeluma Inc,Technology,Semiconductors,USA,429.08M,"969,737",16.040955631399314,-34.14,43.23,-26.266121421830757,2.56,1520000.0,-2.06,29.51,35.54,-190.14,26.89,4.93,10.62,52.41,82.7,88.27,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': False, 'sma20': -2.1, 'sma50': 29.5, 'sma200': 35.5}","{'vcp_possible': False, 'confidence': 10, 'signals': ['moderate pullback -26% from high'], 'reason': 'moderate pullback -26% from high'}",False,,65.0,55
BIRK,2,"IPO, Power Move",Birkenstock Holding Plc,Consumer Cyclical,Footwear & Accessories,United Kingdom,7.21B,39.20,5.688775510204081,54.59,20.35,-31.46853146853147,4.34,2330000.0,6.29,6.0,-5.88,-11.56,41.84,-1.75,-4.19,-4.12,-1.35,-28.73,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 6.3, 'sma50': 6.0, 'sma200': -5.9}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,24.0,2
CRWD,2,"Growth, 52 Week High",Crowdstrike Holdings Inc,Technology,Software - Infrastructure,USA,164.97B,648.12,3.7107325803863485,-908.9,21.71,-0.4423963133640574,0.81,3990000.0,23.24,41.39,39.64,140.11,71.33,-0.05,38.88,66.78,26.17,49.08,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 23.2, 'sma50': 41.4, 'sma200': 39.6}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,56.0,40
DXYZ,2,"10% Change, Power Move",Destiny Tech100 Inc,Financial,Asset Management,USA,807.65M,"3,599,426",10.684295158120422,129.27,-270.37,-21.43458731049972,5.34,2700000.0,26.93,62.97,90.5,136.77,16.24,0.0,86.69,99.18,158.64,42.96,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 26.9, 'sma50': 63.0, 'sma200': 90.5}","{'vcp_possible': False, 'confidence': 25, 'signals': ['moderate pullback -21% from high', 'holding above 20-day MA'], 'reason': 'moderate pullback -21% from high · holding above 20-day MA'}",False,,98.0,63
IONQ,2,"Growth, Power Move",IonQ Inc,Technology,Computer Hardware,USA,21.63B,57.95,8.05867126833477,105.74,334.58,-31.533553875236287,4.55,28550000.0,16.86,43.71,22.73,1570.07,55.55,3.56,22.37,81.67,17.99,72.79,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 16.9, 'sma50': 43.7, 'sma200': 22.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,85.0,48
LSCC,2,"Growth, 52 Week High",Lattice Semiconductor Corp,Technology,Semiconductors,USA,19.12B,139.52,4.931192660550458,-61.07,17.45,0.374100719424475,1.03,2040000.0,12.26,26.81,65.87,331.13,106.38,-3.72,20.71,42.72,115.65,199.8,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 12.3, 'sma50': 26.8, 'sma200': 65.9}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 4.9%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.9% · holding above 20-day MA'}",False,,92.0,67
MRVL,2,"Growth, 52 Week High",Marvell Technology Inc,Technology,Semiconductors,USA,167.59B,191.41,5.877435870644167,405.16,42.09,-0.9879991723567128,1.53,25130000.0,12.82,41.43,100.84,103.34,82.3,1.2,21.67,140.83,143.28,218.43,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 12.8, 'sma50': 41.4, 'sma200': 100.8}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.9%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.9% · holding above 20-day MA'}",False,,107.0,78
NBIS,2,"Growth, Power Move",Nebius Group NV,Technology,Software - Infrastructure,Netherlands,56.09B,222.90,8.2907133243607,428.81,443.93,-4.633551533821068,2.83,17010000.0,23.95,49.59,104.81,521.4,45.36,-0.07,42.76,127.63,146.19,472.71,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 23.9, 'sma50': 49.6, 'sma200': 104.8}","{'vcp_possible': False, 'confidence': 40, 'signals': ['tight pullback -5% from high', 'holding above 20-day MA'], 'reason': 'tight pullback -5% from high · holding above 20-day MA'}",False,,107.0,87
OPTX,2,"10% Change, Power Move",Syntec Optics Holdings Inc,Technology,Electronic Components,USA,425.75M,"2,545,368",11.447492904446547,-215.06,-5.93,-13.360655737704906,10.52,968820.0,33.67,27.37,139.78,-376.14,3.77,58.72,-3.82,71.04,609.4,647.0,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 33.7, 'sma50': 27.4, 'sma200': 139.8}","{'vcp_possible': False, 'confidence': 40, 'signals': ['tight pullback -13% from high', 'holding above 20-day MA'], 'reason': 'tight pullback -13% from high · holding above 20-day MA'}",False,,85.0,95
RGTI,2,"10% Change, Power Move",Rigetti Computing Inc,Technology,Computer Hardware,USA,6.90B,"67,014,207",8.570052961001446,-4.39,8.75,-64.28202923473775,9.36,28670000.0,15.51,24.49,-9.92,-148.42,52.84,-1.3,13.0,30.46,-19.21,89.51,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 15.5, 'sma50': 24.5, 'sma200': -9.9}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,19.0,29
SNDK,2,"Growth, IPO",Sandisk Corp,Technology,Computer Hardware,USA,217.39B,1467.95,7.075172860111039,395.16,82.76,-8.253124999999994,1.17,17290000.0,12.06,48.82,226.95,272.72,77.95,-8.13,49.93,125.85,499.33,3702.97,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 12.1, 'sma50': 48.8, 'sma200': 226.9}","{'vcp_possible': False, 'confidence': 40, 'signals': ['tight pullback -8% from high', 'holding above 20-day MA'], 'reason': 'tight pullback -8% from high · holding above 20-day MA'}",False,,102.0,98
VELO,2,"10% Change, Growth",Velo3D Inc,Technology,Computer Hardware,USA,606.45M,"1,552,682",11.597051597051596,94.28,24.5,-14.639261744966436,2.47,2520000.0,29.74,50.99,110.31,85.25,21.89,-0.59,36.03,124.86,361.45,276.85,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 29.7, 'sma50': 51.0, 'sma200': 110.3}","{'vcp_possible': False, 'confidence': 40, 'signals': ['tight pullback -15% from high', 'holding above 20-day MA'], 'reason': 'tight pullback -15% from high · holding above 20-day MA'}",False,,79.0,88
WOLF,2,"10% Change, Power Move",Wolfspeed Inc,Technology,Semiconductors,USA,3.23B,"3,363,858",11.257288084915533,-106.57,-6.41,-84.12935677509668,2.92,4610000.0,44.08,118.27,19.7,-64.54,85.8,28.58,141.05,258.47,280.27,-56.36,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 44.1, 'sma50': 118.3, 'sma200': 19.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,57.0,79
WYFI,2,"10% Change, Power Move",Whitefiber Inc,Technology,Information Technology Services,USA,1.04B,"626,243",10.991857883049594,7.61,-94.49,-33.69325153374233,2.13,1180000.0,25.4,56.5,32.92,-933.33,21.23,1.88,56.37,59.98,60.26,0.0,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 25.4, 'sma50': 56.5, 'sma200': 32.9}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,-34% from 52w high,44.0,37
AAON,1,Growth,AAON Inc,Industrials,Building Products & Equipment,USA,10.56B,128.91,6.601504925917307,-25.82,28.27,-13.483221476510066,0.57,1050000.0,11.2,31.0,39.27,36.23,88.64,-2.42,33.09,26.01,42.63,28.26,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 11.2, 'sma50': 31.0, 'sma200': 39.3}","{'vcp_possible': True, 'confidence': 70, 'signals': ['volume dry-up RVol 0.6x', 'tight pullback -13% from high', 'holding above 20-day MA'], 'reason': 'volume dry-up RVol 0.6x · tight pullback -13% from high · holding above 20-day MA'}",False,,82.0,27
AAP,1,Power Move,Advance Auto Parts Inc,Consumer Cyclical,Auto Parts,USA,3.64B,"1,945,108",5.239595423644503,113.09,-15.94,-13.842857142857135,5.01,1560000.0,10.18,11.47,13.98,101.42,123.43,4.64,1.18,7.96,21.21,92.64,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 10.2, 'sma50': 11.5, 'sma200': 14.0}","{'vcp_possible': True, 'confidence': 55, 'signals': ['moderate tightness ATR 5.2%', 'tight pullback -14% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.2% · tight pullback -14% from high · holding above 20-day MA'}",False,,112.0,33
ACMR,1,52 Week High,ACM Research Inc,Technology,Semiconductor Equipment & Materials,USA,4.64B,70.12,6.5031374786080995,-17.14,19.69,-2.135380321004887,1.03,1350000.0,18.81,36.86,60.69,-18.69,68.4,10.27,28.6,5.31,127.9,204.49,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 18.8, 'sma50': 36.9, 'sma200': 60.7}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,62.0,63
AESI,1,52 Week High,Atlas Energy Solutions Inc,Energy,Oil & Gas Equipment & Services,USA,2.44B,19.54,4.810644831115661,-356.38,-8.41,-2.104208416833675,0.53,4870000.0,6.77,28.77,64.67,-3817.65,72.08,-2.46,26.64,66.87,115.91,54.83,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 6.8, 'sma50': 28.8, 'sma200': 64.7}","{'vcp_possible': True, 'confidence': 60, 'signals': ['moderate tightness ATR 4.8%', 'volume dry-up RVol 0.5x', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.8% · volume dry-up RVol 0.5x · holding above 20-day MA'}",False,,64.0,56
AKAN,1,Power Move,Akanda Corp,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom,9.75M,"168,954",38.00657174151149,99.69,-70.99,-91.26399387618409,0.31,2210000.0,-30.15,43.79,-42.42,88.39,1.92,2.1,78.8,336.22,-21.23,-79.23,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': -30.1, 'sma50': 43.8, 'sma200': -42.4}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,-16.0,66
AMD,1,Growth,Advanced Micro Devices Inc,Technology,Semiconductors,USA,713.24B,437.41,5.603438421618161,123.87,34.97,-6.777349161356316,1.09,38970000.0,9.54,47.0,90.76,92.25,68.38,1.88,44.14,118.54,89.94,290.34,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 9.5, 'sma50': 47.0, 'sma200': 90.8}","{'vcp_possible': True, 'confidence': 55, 'signals': ['moderate tightness ATR 5.6%', 'tight pullback -7% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.6% · tight pullback -7% from high · holding above 20-day MA'}",False,,105.0,78
AMN,1,Growth,AMN Healthcare Services Inc,Healthcare,Medical Care Facilities,USA,1.02B,26.37,6.0295790671217295,79.93,19.87,-16.682464454976298,0.33,1100000.0,5.91,23.44,36.72,5676.14,111.92,-1.29,26.1,36.48,65.52,19.26,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 5.9, 'sma50': 23.4, 'sma200': 36.7}","{'vcp_possible': True, 'confidence': 70, 'signals': ['volume dry-up RVol 0.3x', 'tight pullback -17% from high', 'holding above 20-day MA'], 'reason': 'volume dry-up RVol 0.3x · tight pullback -17% from high · holding above 20-day MA'}",False,,80.0,36
APLD,1,Power Move,Applied Digital Corp,Technology,Information Technology Services,USA,13.26B,"19,270,474",8.320758784220738,46.26,60.7,-2.929483155471857,3.66,21060000.0,17.63,43.47,63.3,-120.39,70.43,3.91,43.05,59.75,103.11,584.22,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 17.6, 'sma50': 43.5, 'sma200': 63.3}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,90.0,86
AS,1,IPO,Amer Sports Inc,Consumer Cyclical,Leisure,Finland,20.18B,34.90,4.269340974212034,118.67,29.03,-18.38166510757717,0.48,4980000.0,0.71,1.78,-2.27,19.14,28.67,-0.71,-3.71,-16.83,4.61,-5.69,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 0.7, 'sma50': 1.8, 'sma200': -2.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,3.0,4
ASML,1,Growth,ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,602.57B,1563.42,4.057131161172302,26.42,18.56,-2.498924221541754,1.12,1730000.0,4.87,9.34,33.32,32.42,18.68,-1.73,8.3,6.38,55.71,112.08,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 4.9, 'sma50': 9.3, 'sma200': 33.3}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 4.1%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.1% · holding above 20-day MA'}",False,,78.0,44
