Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,Price,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score,RS Rating
DELL,3,"Growth, 52 Week High, Base / Near-High",Dell Technologies Inc,Technology,Computer Hardware,USA,346.10B,"6,656,096",533.88,5.888963812092605,99.71,48.91,-0.20748051365446774,0.86,7700000.0,13.61,20.75,108.95,273.64,38.0,-5.11,17.65,33.21,264.4,334.05,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 13.6, 'sma50': 20.8, 'sma200': 109.0}","{'vcp_possible': False, 'confidence': 45, 'signals': ['moderate tightness ATR 5.9%', 'below-avg volume RVol 0.9x', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.9% · below-avg volume RVol 0.9x · holding above 20-day MA'}",False,,100.0,96
HNGE,3,"Growth, IPO, Base / Near-High",Hinge Health Inc,Healthcare,Health Information Services,USA,7.48B,"2,194,259",92.69,4.7577947998705366,124.68,49.76,-3.013497959610756,1.11,1980000.0,3.53,8.22,62.47,107.01,67.27,14.27,3.76,47.45,101.54,62.7,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 3.5, 'sma50': 8.2, 'sma200': 62.5}","{'vcp_possible': True, 'confidence': 55, 'signals': ['moderate tightness ATR 4.8%', 'tight pullback -3% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.8% · tight pullback -3% from high · holding above 20-day MA'}",False,,108.0,87
NUAI,3,"10% Change, Week 20%+ Gain, Power Move",New Era Energy & Digital Inc,Technology,Software - Infrastructure,USA,703.30M,"15,411,216",6.60,8.181818181818183,32.93,25.34,-30.08474576271186,2.07,7460000.0,27.08,31.67,37.51,2.39,58.17,130.53,25.0,34.56,43.79,1905.47,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 27.1, 'sma50': 31.7, 'sma200': 37.5}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",True,-30% from 52w high,94.0,98
ANET,2,"Growth, Base / Near-High",Arista Networks Inc,Technology,Computer Hardware,USA,245.89B,"4,741,961",194.96,4.19573245794009,24.4,32.57,-9.274512541300195,0.64,7430000.0,0.14,6.14,28.01,35.96,73.99,0.66,3.33,24.65,42.13,39.25,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 0.1, 'sma50': 6.1, 'sma200': 28.0}","{'vcp_possible': True, 'confidence': 85, 'signals': ['moderate tightness ATR 4.2%', 'volume dry-up RVol 0.6x', 'tight pullback -9% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.2% · volume dry-up RVol 0.6x · tight pullback -9% from high · holding above 20-day MA'}",False,,102.0,49
ARGX,2,"Growth, Base / Near-High",Argen X SE ADR,Healthcare,Biotechnology,Netherlands,63.00B,"314,110",1007.07,3.1278858470612763,30.28,70.57,-6.1225821486832865,0.95,329080.0,1.16,8.54,19.17,104.48,45.55,-3.75,16.42,14.13,36.02,31.13,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 1.2, 'sma50': 8.5, 'sma200': 19.2}","{'vcp_possible': True, 'confidence': 85, 'signals': ['tight range ATR 3.1%', 'below-avg volume RVol 0.9x', 'tight pullback -6% from high', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.1% · below-avg volume RVol 0.9x · tight pullback -6% from high · holding above 20-day MA'}",False,,105.0,37
ASND,2,"Growth, Base / Near-High",Ascendis Pharma A/S,Healthcare,Biotechnology,Denmark,17.74B,"652,115",270.09,3.087859602354771,379.16,128.41,-4.274322169059008,0.98,664750.0,5.43,4.79,16.04,583.5,102.17,0.83,5.75,31.23,12.58,31.61,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 5.4, 'sma50': 4.8, 'sma200': 16.0}","{'vcp_possible': True, 'confidence': 85, 'signals': ['tight range ATR 3.1%', 'below-avg volume RVol 1.0x', 'tight pullback -4% from high', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.1% · below-avg volume RVol 1.0x · tight pullback -4% from high · holding above 20-day MA'}",False,,104.0,36
BE,2,"Growth, Week 20%+ Gain",Bloom Energy Corp,Industrials,Electrical Equipment & Parts,USA,81.65B,"27,459,263",277.22,7.2505591227184185,685.69,90.98,-21.082896834434052,1.86,14800000.0,24.95,22.13,44.3,431.21,85.14,1.74,26.39,9.33,83.2,418.75,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 24.9, 'sma50': 22.1, 'sma200': 44.3}","{'vcp_possible': False, 'confidence': 25, 'signals': ['moderate pullback -21% from high', 'holding above 20-day MA'], 'reason': 'moderate pullback -21% from high · holding above 20-day MA'}",False,,109.0,93
BP,2,"Growth, Base / Near-High",BP plc ADR,Energy,Oil & Gas Integrated,United Kingdom,115.58B,"6,119,767",44.88,2.2950089126559714,791.9,15.84,-7.022995649471719,0.68,9060000.0,3.35,6.7,9.95,140.43,14.26,55.28,7.81,2.65,10.41,32.35,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 3.4, 'sma50': 6.7, 'sma200': 9.9}","{'vcp_possible': True, 'confidence': 100, 'signals': ['tight range ATR 2.3%', 'volume dry-up RVol 0.7x', 'tight pullback -7% from high', 'holding above 20-day MA'], 'reason': 'tight range ATR 2.3% · volume dry-up RVol 0.7x · tight pullback -7% from high · holding above 20-day MA'}",False,,120.0,16
CAI,2,"Growth, IPO",Caris Life Sciences Inc,Healthcare,Biotechnology,USA,7.01B,"4,582,992",24.82,5.197421434327156,113.1,85.37,-32.27830832196452,1.07,4260000.0,1.55,23.44,18.46,99.88,49.16,-1.55,9.15,53.78,30.63,-28.7,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 1.6, 'sma50': 23.4, 'sma200': 18.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,53.0,91
CDNA,2,"Growth, Base / Near-High",Caredx Inc,Healthcare,Diagnostics & Research,USA,2.60B,"935,119",50.31,4.671039554760485,90.73,34.41,-6.260480715483507,0.84,1120000.0,3.41,22.28,99.36,1412.42,100.18,0.91,7.75,129.2,183.6,277.14,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 3.4, 'sma50': 22.3, 'sma200': 99.4}","{'vcp_possible': True, 'confidence': 70, 'signals': ['moderate tightness ATR 4.7%', 'below-avg volume RVol 0.8x', 'tight pullback -6% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.7% · below-avg volume RVol 0.8x · tight pullback -6% from high · holding above 20-day MA'}",False,,98.0,98
