Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,Price,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score,RS Rating
BTSG,4,"Growth, IPO, 52 Week High, Base / Near-High",BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,13.84B,"2,727,274",70.50,3.6170212765957444,290.87,17.97,-2.3816117418997473,0.72,3800000.0,1.51,11.11,57.43,144.76,85.57,-17.14,9.42,49.14,78.03,253.47,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 1.5, 'sma50': 11.1, 'sma200': 57.4}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 3.6%', 'volume dry-up RVol 0.7x', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.6% · volume dry-up RVol 0.7x · holding above 20-day MA'}",False,,107.0,93
AHR,3,"Growth, IPO, Base / Near-High",American Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,USA,11.82B,"1,767,247",56.66,2.6120720084715847,318.17,12.24,-1.8704537582265424,0.55,3210000.0,6.39,12.15,16.21,390.78,93.6,6.63,21.8,14.26,18.09,49.78,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 6.4, 'sma50': 12.2, 'sma200': 16.2}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 2.6%', 'volume dry-up RVol 0.6x', 'holding above 20-day MA'], 'reason': 'tight range ATR 2.6% · volume dry-up RVol 0.6x · holding above 20-day MA'}",False,,112.0,42
AMC,3,"10% Change, Week 20%+ Gain, Power Move",AMC Entertainment Holdings Inc,Communication Services,Entertainment,USA,2.20B,"184,729,163",2.46,9.349593495934961,-7.77,10.63,-31.666666666666664,4.75,38860000.0,22.48,30.64,35.47,53.72,28.69,-0.27,-7.52,32.26,53.75,-30.51,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 22.5, 'sma50': 30.6, 'sma200': 35.5}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",True,-32% from 52w high,104.0,37
LFST,3,"Growth, 52 Week High, Base / Near-High",LifeStance Health Group Inc,Healthcare,Medical Care Facilities,USA,4.40B,"2,245,700",11.34,3.6155202821869485,164.03,16.46,-2.910958904109584,0.46,4870000.0,6.51,25.86,58.24,1900.0,50.06,5.33,31.71,64.59,52.42,168.72,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 6.5, 'sma50': 25.9, 'sma200': 58.2}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 3.6%', 'volume dry-up RVol 0.5x', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.6% · volume dry-up RVol 0.5x · holding above 20-day MA'}",False,,104.0,86
PTGX,3,"Growth, 52 Week High, Base / Near-High",Protagonist Therapeutics Inc,Healthcare,Biotechnology,USA,8.64B,"762,615",134.27,4.66969538988605,-302.09,-64.36,-4.840538625088575,1.07,710760.0,3.81,18.53,42.4,129.01,120.15,12.9,20.49,26.69,58.43,142.02,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 3.8, 'sma50': 18.5, 'sma200': 42.4}","{'vcp_possible': True, 'confidence': 55, 'signals': ['moderate tightness ATR 4.7%', 'tight pullback -5% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.7% · tight pullback -5% from high · holding above 20-day MA'}",False,,108.0,80
URGN,3,"Growth, 52 Week High, Base / Near-High",UroGen Pharma Ltd,Healthcare,Biotechnology,USA,2.00B,"550,404",41.12,4.815175097276265,13.32,52.92,-1.8147086914995336,0.67,825600.0,8.91,26.17,71.36,49.18,87.64,1.15,25.33,82.43,110.44,169.29,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 8.9, 'sma50': 26.2, 'sma200': 71.4}","{'vcp_possible': True, 'confidence': 60, 'signals': ['moderate tightness ATR 4.8%', 'volume dry-up RVol 0.7x', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.8% · volume dry-up RVol 0.7x · holding above 20-day MA'}",False,,89.0,92
ACHR,2,"10% Change, Power Move",Archer Aviation Inc,Industrials,Aerospace & Defense,USA,4.03B,"98,747,946",5.31,7.344632768361582,11.41,0.0,-63.679890560875506,2.37,41710000.0,8.54,-5.08,-27.31,-64.29,48.15,-4.94,-0.93,-13.09,-40.07,-60.05,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 8.5, 'sma50': -5.1, 'sma200': -27.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"below 50d MA (-5.1%), -64% from 52w high, Stage 4 (Downtrend)",13.0,3
ADPT,2,"Growth, Base / Near-High",Adaptive Biotechnologies Corp,Healthcare,Diagnostics & Research,USA,3.50B,"2,139,283",21.86,5.809698078682525,66.29,55.87,-5.572354211663066,0.82,2610000.0,4.31,24.57,34.63,35.63,95.26,-0.35,30.27,51.07,22.95,110.39,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 4.3, 'sma50': 24.6, 'sma200': 34.6}","{'vcp_possible': True, 'confidence': 70, 'signals': ['moderate tightness ATR 5.8%', 'below-avg volume RVol 0.8x', 'tight pullback -6% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.8% · below-avg volume RVol 0.8x · tight pullback -6% from high · holding above 20-day MA'}",False,,88.0,75
AFL,2,"Growth, Base / Near-High",Aflac Inc,Financial,Insurance - Life,USA,63.15B,"1,671,960",124.08,1.7408123791102514,37.42,7.25,-1.4690701183197041,0.68,2470000.0,2.82,5.34,10.13,3634.91,59.92,-1.58,6.74,8.35,13.2,21.85,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 2.8, 'sma50': 5.3, 'sma200': 10.1}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 1.7%', 'volume dry-up RVol 0.7x', 'holding above 20-day MA'], 'reason': 'tight range ATR 1.7% · volume dry-up RVol 0.7x · holding above 20-day MA'}",False,,107.0,28
AMN,2,"Growth, Base / Near-High",AMN Healthcare Services Inc,Healthcare,Medical Care Facilities,USA,1.31B,"669,142",33.76,5.302132701421802,79.93,19.87,-6.92031982354564,0.62,1080000.0,2.62,9.84,55.72,5676.14,112.06,12.23,4.26,67.21,73.48,70.33,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 2.6, 'sma50': 9.8, 'sma200': 55.7}","{'vcp_possible': True, 'confidence': 85, 'signals': ['moderate tightness ATR 5.3%', 'volume dry-up RVol 0.6x', 'tight pullback -7% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.3% · volume dry-up RVol 0.6x · tight pullback -7% from high · holding above 20-day MA'}",False,,95.0,83
ATEX,2,"Growth, Base / Near-High",Anterix Inc,Communication Services,Telecom Services,USA,1.99B,"480,220",101.90,7.59568204121688,886.7,7.79,-8.936550491510275,1.07,449620.0,4.42,30.57,147.29,99.47,98.57,18.3,28.73,141.53,315.58,346.15,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 4.4, 'sma50': 30.6, 'sma200': 147.3}","{'vcp_possible': False, 'confidence': 40, 'signals': ['tight pullback -9% from high', 'holding above 20-day MA'], 'reason': 'tight pullback -9% from high · holding above 20-day MA'}",False,,85.0,98
AUB,2,"Growth, Base / Near-High",Atlantic Union Bankshares Corp,Financial,Banks - Regional,USA,6.02B,"1,282,806",42.03,2.212705210563883,7.08,60.27,-3.64511691884456,1.11,1150000.0,0.49,6.55,13.44,61.05,86.22,0.43,8.66,8.13,9.57,26.52,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 0.5, 'sma50': 6.5, 'sma200': 13.4}","{'vcp_possible': True, 'confidence': 70, 'signals': ['tight range ATR 2.2%', 'tight pullback -4% from high', 'holding above 20-day MA'], 'reason': 'tight range ATR 2.2% · tight pullback -4% from high · holding above 20-day MA'}",False,,93.0,29
BLLN,2,"Growth, Base / Near-High",Billiontoone Inc,Healthcare,Diagnostics & Research,USA,5.76B,"660,098",125.14,5.673645517020937,168.38,98.49,-9.776496034607064,0.91,726950.0,4.08,19.42,35.0,479.93,17.9,5.0,25.92,57.55,32.12,0.0,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 4.1, 'sma50': 19.4, 'sma200': 35.0}","{'vcp_possible': True, 'confidence': 70, 'signals': ['moderate tightness ATR 5.7%', 'below-avg volume RVol 0.9x', 'tight pullback -10% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.7% · below-avg volume RVol 0.9x · tight pullback -10% from high · holding above 20-day MA'}",False,,101.0,80
CCOI,2,"10% Change, Power Move",Cogent Communications Holdings Inc,Communication Services,Telecom Services,USA,620.96M,"1,525,176",12.40,9.516129032258064,11.31,-4.83,-76.52848760174143,1.13,1350000.0,-3.66,-18.89,-45.35,24.18,100.18,0.55,-15.13,-47.52,-46.57,-75.2,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': -3.7, 'sma50': -18.9, 'sma200': -45.4}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"below 50d MA (-18.9%), RVol 1.1x < 1.5x, -77% from 52w high, Stage 4 (Downtrend)",0.0,1
