Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score
AMKR,1,10% Change,AMKOR Technology Inc,Technology,Semiconductor Equipment & Materials,USA,12.43B,6.108237166732988,5.3,6.18,-11.963566298826422,0.8,4410000.0,9.84,4.79,46.93,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 9.8, 'sma50': 4.8, 'sma200': 46.9}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,RVol 0.8x < 1.5x,28.0
APGE,1,IPO,Apogee Therapeutics Inc,Healthcare,Biotechnology,USA,5.07B,6.808219178082192,-30.45,0.0,-13.670766319772943,2.14,1000000.0,2.06,2.35,30.53,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 2.1, 'sma50': 2.4, 'sma200': 30.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,31.0
AR,1,Growth,Antero Resources Corp,Energy,Oil & Gas E&P,USA,13.38B,3.596956421489509,1000.65,21.99,-2.253775073247688,0.68,6110000.0,9.89,19.84,24.59,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 9.9, 'sma50': 19.8, 'sma200': 24.6}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,42.0
ARM,1,IPO,Arm Holdings plc. ADR,Technology,Semiconductors,United Kingdom,143.33B,4.675459395376407,-2.03,26.45,-26.315789473684205,1.84,5860000.0,8.22,13.0,-2.34,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 8.2, 'sma50': 13.0, 'sma200': -2.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,5.0
BTSG,1,IPO,BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,8.38B,4.987300854306165,893.58,14.59,-3.4767104969912976,0.89,2340000.0,4.8,7.8,38.86,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 4.8, 'sma50': 7.8, 'sma200': 38.9}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,34.0
BW,1,Growth,Babcock & Wilcox Enterprises Inc,Industrials,Specialty Industrial Machinery,USA,1.95B,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,5.0
CAVA,1,IPO,Cava Group Inc,Consumer Cyclical,Restaurants,USA,9.83B,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,14.0
CGON,1,IPO,Cg Oncology Inc,Healthcare,Biotechnology,USA,5.39B,5.0438596491228065,-80.13,254.7,-7.945205479452044,0.76,1300000.0,2.24,11.35,58.5,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 2.2, 'sma50': 11.3, 'sma200': 58.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,16.0
CLS,1,Growth,"Celestica, Inc",Technology,Electronic Components,Canada,34.67B,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,22.0
CODI,1,10% Change,Compass Diversified Holdings,Industrials,Conglomerates,USA,504.08M,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,5.0
CORZ,1,IPO,Core Scientific Inc,Technology,Software - Infrastructure,USA,5.31B,6.4094955489614245,128.35,-37.53,-28.692340245450687,0.76,11130000.0,3.1,-2.49,4.47,"{'stage': 3, 'badge': '🔴 Stage 3', 'perfect': False, 'sma20': 3.1, 'sma50': -2.5, 'sma200': 4.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,10.0
CRGY,1,52 Week High,Crescent Energy Co,Energy,Oil & Gas E&P,USA,4.29B,4.281345565749236,177.61,22.14,1.074105555984839,0.99,7600000.0,10.19,25.24,40.54,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 10.2, 'sma50': 25.2, 'sma200': 40.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,30.0
CRWV,1,IPO,CoreWeave Inc,Technology,Software - Infrastructure,USA,43.64B,7.588532883642496,-22.6,167.88,-55.60427807486632,0.85,25330000.0,2.21,-6.42,-22.91,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 2.2, 'sma50': -6.4, 'sma200': -22.9}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,-8.0
CTRI,1,IPO,Centuri Holdings Inc,Utilities,Utilities - Regulated Gas,USA,3.04B,4.31463657484235,432.19,13.1,-6.948733786287842,0.71,1400000.0,0.18,2.28,26.26,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 0.2, 'sma50': 2.3, 'sma200': 26.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,36.0
CXW,1,Growth,CoreCivic Inc,Industrials,Security & Protection Services,USA,1.95B,4.112337011033099,74.84,12.72,-15.293118096856407,1.87,1100000.0,7.26,6.47,2.6,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 7.3, 'sma50': 6.5, 'sma200': 2.6}","{'vcp_possible': True, 'confidence': 55, 'signals': ['moderate tightness ATR 4.1%', 'tight pullback -15% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.1% · tight pullback -15% from high · holding above 20-day MA'}",False,,82.0
DAR,1,52 Week High,Darling Ingredients Inc,Consumer Defensive,Packaged Foods,USA,9.21B,3.3918732782369148,-77.29,7.35,0.20703933747412417,1.27,2620000.0,6.3,17.2,53.1,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 6.3, 'sma50': 17.2, 'sma200': 53.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,19.0
DELL,1,Growth,Dell Technologies Inc,Technology,Computer Hardware,USA,114.24B,4.505115595500537,39.59,19.12,4.123505038139186,1.95,8109999.999999999,18.5,35.42,33.73,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 18.5, 'sma50': 35.4, 'sma200': 33.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,48.0
ECVT,1,52 Week High,Ecovyst Inc,Basic Materials,Specialty Chemicals,USA,1.38B,3.5171862509992007,-995.17,8.81,1.04191906954203,1.71,1680000.0,8.41,11.06,33.28,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 8.4, 'sma50': 11.1, 'sma200': 33.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,15.0
EQT,1,Growth,EQT Corp,Energy,Oil & Gas E&P,USA,40.78B,3.061380682687892,694.17,59.96,-2.7103499627699312,0.81,10060000.0,3.88,11.64,17.26,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 3.9, 'sma50': 11.6, 'sma200': 17.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,42.0
EXE,1,Growth,Expand Energy Corp,Energy,Oil & Gas E&P,USA,26.37B,3.4916583097821134,285.54,172.2,-13.370715526773026,1.51,3810000.0,2.31,3.12,2.93,"{'stage': 1, 'badge': '🔵 Stage 1', 'perfect': False, 'sma20': 2.3, 'sma50': 3.1, 'sma200': 2.9}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,44.0
FIGS,1,Growth,Figs Inc,Consumer Cyclical,Apparel Manufacturing,USA,2.54B,5.639344262295082,1187.65,13.6,-12.757437070938217,0.8,3350000.0,0.73,19.76,68.11,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 0.7, 'sma50': 19.8, 'sma200': 68.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,36.0
FIVE,1,Growth,Five Below Inc,Consumer Cyclical,Specialty Retail,USA,12.77B,4.093643169327968,41.13,22.9,-2.6989473684210563,0.97,1100000.0,4.49,10.6,39.6,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 4.5, 'sma50': 10.6, 'sma200': 39.6}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,30.0
FN,1,10% Change,Fabrinet,Technology,Electronic Components,Cayman Islands,21.53B,6.794694713018588,16.84,24.65,-5.068010553089309,1.76,682450.0,11.55,17.84,47.63,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 11.6, 'sma50': 17.8, 'sma200': 47.6}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,38.0
FORM,1,52 Week High,FormFactor Inc,Technology,Semiconductor Equipment & Materials,USA,8.22B,5.89405856154648,-21.98,2.8,-1.4106875934230212,1.63,1390000.0,12.22,20.66,99.38,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 12.2, 'sma50': 20.7, 'sma200': 99.4}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,24.0
FOUR,1,10% Change,Shift4 Payments Inc,Technology,Software - Infrastructure,USA,5.36B,6.495238095238095,-65.33,25.51,-51.61290322580645,3.03,2350000.0,12.55,-4.44,-30.56,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 12.6, 'sma50': -4.4, 'sma200': -30.6}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"below 50d MA (-4.4%), -52% from 52w high, Stage 4 (Downtrend)",4.0
FRO,1,Growth,Frontline Plc,Energy,Oil & Gas Midstream,Cyprus,7.89B,4.4300225733634315,-23.51,-4.16,-11.155678114815748,1.39,3860000.0,2.87,13.76,48.41,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 2.9, 'sma50': 13.8, 'sma200': 48.4}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,21.0
GEV,1,IPO,GE Vernova Inc,Industrials,Specialty Industrial Machinery,USA,245.11B,4.425946492781034,220.77,8.92,-1.2187306518362417,0.84,2770000.0,6.99,15.73,41.09,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 7.0, 'sma50': 15.7, 'sma200': 41.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,50.0
GLNG,1,Growth,Golar Lng,Energy,Oil & Gas Midstream,Bermuda,5.70B,3.375527426160338,33.78,51.14,2.151343652786619,2.42,1770000.0,16.38,24.41,33.25,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 16.4, 'sma50': 24.4, 'sma200': 33.2}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,37.0
JBL,1,Growth,Jabil Inc,Technology,Electronic Components,USA,29.29B,4.463191289927177,78.7,19.0,-1.4180616270391355,0.92,1170000.0,7.16,9.34,23.9,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 7.2, 'sma50': 9.3, 'sma200': 23.9}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,34.0
KC,1,Growth,Kingsoft Cloud Holdings Ltd ADR,Technology,Software - Application,China,4.10B,6.5609228550829135,55.58,24.03,-22.034851039910063,0.71,1510000.0,4.47,4.76,5.0,"{'stage': 1, 'badge': '🔵 Stage 1', 'perfect': False, 'sma20': 4.5, 'sma50': 4.8, 'sma200': 5.0}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,21.0
KEYS,1,Growth,Keysight Technologies Inc,Technology,Scientific & Technical Instruments,USA,51.21B,4.2266729184808085,58.47,13.13,-5.810725552050478,0.94,1420000.0,2.67,18.29,53.06,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 2.7, 'sma50': 18.3, 'sma200': 53.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,41.0
KGS,1,IPO,Kodiak Gas Services Inc,Energy,Oil & Gas Equipment & Services,USA,5.08B,3.484438430311232,50.71,12.83,0.424664515033113,0.77,1540000.0,5.41,20.64,54.75,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 5.4, 'sma50': 20.6, 'sma200': 54.8}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,26.0
LAR,1,10% Change,Lithium Argentina AG,Basic Materials,Other Industrial Metals & Mining,Switzerland,1.14B,7.659574468085108,-106.37,0.0,-19.886363636363647,1.24,3180000.0,1.52,-2.76,51.23,"{'stage': 3, 'badge': '🔴 Stage 3', 'perfect': False, 'sma20': 1.5, 'sma50': -2.8, 'sma200': 51.2}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"below 50d MA (-2.8%), RVol 1.2x < 1.5x, Stage 3 (Distribution)",-10.0
LASR,1,Growth,nLIGHT Inc,Technology,Semiconductors,USA,3.99B,7.685858021240917,62.85,31.62,-1.838134430727023,0.9,1570000.0,9.95,29.51,104.1,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 9.9, 'sma50': 29.5, 'sma200': 104.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,26.0
LAUR,1,Growth,Laureate Education Inc,Consumer Defensive,Education & Training Services,USA,4.96B,3.3362093758987625,-1.04,8.64,-8.282774993405418,0.73,1580000.0,4.09,1.89,17.34,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 4.1, 'sma50': 1.9, 'sma200': 17.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,16.0
MASI,1,52 Week High,Masimo Corp,Healthcare,Medical Devices,USA,9.33B,0.9905422799261291,51.33,-27.1,-0.10063174372449968,0.99,1610000.0,1.48,13.46,18.31,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 1.5, 'sma50': 13.5, 'sma200': 18.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,26.0
MOVE,1,Growth,Corvex Inc,Healthcare,Medical Devices,USA,15.56M,11.380323054331866,55.97,-44.57,-60.940636650415826,0.02,1010000.0,0.34,6.72,54.86,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 0.3, 'sma50': 6.7, 'sma200': 54.9}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,22.0
MRVL,1,Growth,Marvell Technology Inc,Technology,Semiconductors,USA,80.75B,4.7531398873971415,405.16,42.09,-10.129415198988024,0.84,16149999.999999998,7.05,11.92,14.63,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 7.0, 'sma50': 11.9, 'sma200': 14.6}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,49.0
NE,1,52 Week High,Noble Corp Plc,Energy,Oil & Gas Drilling,USA,7.92B,4.017677782241864,-55.28,7.45,2.444846888376695,1.0,2100000.0,7.81,20.39,55.6,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 7.8, 'sma50': 20.4, 'sma200': 55.6}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,19.0
NYT,1,52 Week High,New York Times Co,Communication Services,Publishing,USA,13.57B,2.2932509505703425,18.04,9.24,1.543176361289067,1.19,2270000.0,4.8,11.52,32.54,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 4.8, 'sma50': 11.5, 'sma200': 32.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,31.0
OLN,1,52 Week High,Olin Corp,Basic Materials,Chemicals,USA,3.14B,6.197897789054005,-141.44,3.68,0.8775137111517228,0.82,3160000.0,11.26,13.72,23.35,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 11.3, 'sma50': 13.7, 'sma200': 23.4}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,14.0
OS,1,IPO,OneStream Inc,Technology,Software - Infrastructure,USA,5.98B,0.5471380471380471,78.77,22.99,-19.89211058664868,0.23,4340000.0,0.33,0.63,8.43,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 0.3, 'sma50': 0.6, 'sma200': 8.4}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,31.0
PARR,1,52 Week High,Par Pacific Holdings Inc,Energy,Oil & Gas Refining & Marketing,USA,3.02B,5.299837925445705,1323.58,-6.39,0.0,1.2,1300000.0,21.52,40.6,65.72,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 21.5, 'sma50': 40.6, 'sma200': 65.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,39.0
PLAB,1,10% Change,"Photronics, Inc",Technology,Semiconductor Equipment & Materials,USA,2.51B,5.9266227657572905,-1.01,-0.06,-6.343612334801751,1.29,1120000.0,17.01,17.83,59.73,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 17.0, 'sma50': 17.8, 'sma200': 59.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,RVol 1.3x < 1.5x,21.0
PLYX,1,10% Change,Polaryx Therapeutics Inc,Healthcare,Biotechnology,USA,304.87M,31.2111801242236,0.0,0.0,-86.83295849519526,0.28,2980000.0,44.57,0.7,0.7,"{'stage': 1, 'badge': '🔵 Stage 1', 'perfect': False, 'sma20': 44.6, 'sma50': 0.7, 'sma200': 0.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"RVol 0.3x < 1.5x, -87% from 52w high",9.0
ROMA,1,10% Change,Roma Green Finance Ltd,Industrials,Consulting Services,Hong Kong,466.99M,15.306122448979592,42.82,60.13,-11.711711711711725,1.35,564880.0,87.87,154.37,173.49,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 87.9, 'sma50': 154.4, 'sma200': 173.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,RVol 1.4x < 1.5x,20.0
RSI,1,Growth,Rush Street Interactive Inc,Consumer Cyclical,Gambling,USA,5.15B,4.1516245487364625,1215.47,22.76,-2.163355408388512,1.2,2040000.0,7.74,17.12,20.58,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 7.7, 'sma50': 17.1, 'sma200': 20.6}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,39.0
SHLS,1,10% Change,Shoals Technologies Group Inc,Technology,Solar,USA,1.15B,7.7372262773722635,40.48,19.07,-39.70070422535211,0.95,4690000.0,11.57,-17.31,-9.65,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 11.6, 'sma50': -17.3, 'sma200': -9.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"below 50d MA (-17.3%), RVol 0.9x < 1.5x, -40% from 52w high, Stage 4 (Downtrend)",-19.0
SNDX,1,Growth,Syndax Pharmaceuticals Inc,Healthcare,Biotechnology,USA,2.12B,4.496253122398002,11.63,628.88,-5.58176100628931,0.93,1300000.0,4.5,11.12,44.66,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 4.5, 'sma50': 11.1, 'sma200': 44.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,20.0
SQM,1,Growth,Sociedad Quimica Y Minera de Chile S.A. ADR,Basic Materials,Specialty Chemicals,Chile,10.99B,4.678970626462179,249.21,1.79,-10.66991756646929,0.73,1360000.0,2.76,1.09,40.22,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 2.8, 'sma50': 1.1, 'sma200': 40.2}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,44.0
