Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,Price,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score,RS Rating
AANNX,2,"10% Change, Power Move",Annexon Inc,Healthcare,Biotechnology,USA,1.06B,"8,829,546",6.50,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,15.0,8
IIOVA,2,"10% Change, Power Move",Iovance Biotherapeutics Inc,Healthcare,Biotechnology,USA,2.12B,"43,639,746",4.74,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,24.0,12
LLCID,2,"10% Change, Power Move",Lucid Group Inc,Consumer Cyclical,Auto Manufacturers,USA,2.32B,"56,443,594",5.95,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,24.0,16
OOI,2,"10% Change, Power Move",O-I Glass Inc,Consumer Cyclical,Packaging & Containers,USA,1.44B,"11,530,623",9.39,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,15.0,21
RREAX,2,"10% Change, Power Move",The Real Brokerage Inc,Real Estate,Real Estate Services,USA,481.66M,"4,083,650",2.21,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,15.0,25
AAEHR,1,Power Move,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,USA,2.76B,"12,935,178",87.79,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,14.0,29
AAIIO,1,Power Move,Robo.ai Inc,Consumer Cyclical,Auto Manufacturers,United Arab Emirates,89.00M,"2,779,167",4.54,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,0.0,33
BBBY,1,52 Week High,Best Buy Co Inc,Consumer Cyclical,Specialty Retail,USA,17.99B,"5,148,323",85.37,8.224299065420562,79.6,-14.77,-57.70750988142292,0.45,3540000.0,-7.72,-5.21,-13.01,68.07,60.84,1.41,-9.01,8.52,-18.94,-23.68,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': -7.7, 'sma50': -5.2, 'sma200': -13.0}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,6.0,99
BBRR,1,Power Move,ProCap Financial Inc,Financial,Capital Markets,USA,192.93M,"1,987,167",2.13,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,0.0,37
CCLRO,1,Power Move,ClearOne Inc,Technology,Communication Equipment,USA,20.57M,"2,603,932",7.69,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,0.0,41
EERNA,1,Power Move,Ernexa Therapeutics Inc,Healthcare,Biotechnology,USA,7.85M,"26,026,083",6.73,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,0.0,45
GGLND,1,Power Move,Greenland Energy Co,Energy,Oil & Gas E&P,USA,103.20M,"998,501",2.36,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,0.0,50
JJLHL,1,Power Move,Julong Holding Ltd,Industrials,Building Products & Equipment,China,230.57M,"10,563,640",10.75,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,0.0,54
KKOPN,1,Power Move,Kopin Corp,Technology,Electronic Components,USA,783.82M,"7,571,588",4.23,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,5.0,58
MMIMI,1,Power Move,Mint Inc Ltd,Industrials,Engineering & Construction,Hong Kong,7.70M,"688,977",2.80,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,0.0,62
MMS,1,52 Week High,Morgan Stanley,Financial,Capital Markets,USA,360.49B,"10,862,885",228.55,3.3810591685354496,33.09,-1.44,-42.03,0.86,756870.0,2.8,-2.61,-23.34,6.14,110.27,-1.43,-6.92,-15.0,-39.98,-17.06,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 2.8, 'sma50': -2.6, 'sma200': -23.3}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,6.0,0
PPNR,1,10% Change,Pentair plc,Industrials,Specialty Industrial Machinery,United Kingdom,10.40B,"12,041,914",64.33,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,22.0,66
PPYPL,1,Power Move,PayPal Holdings Inc,Financial,Credit Services,USA,48.97B,"90,850,348",55.52,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,22.0,70
SSNAL,1,Power Move,Snail Inc,Communication Services,Electronic Gaming & Multimedia,USA,43.95M,"219,421",4.97,,,,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,0.0,74
