Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score
COCO,2,"Growth, Week 20%+ Gain",Vita Coco Company Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,3.77B,65.99,5.743294438551296,27.07,23.05,-1.8152060705252215,3.3,1400000.0,29.92,25.05,40.5,60.07,85.76,12.7,37.74,21.36,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 29.9, 'sma50': 25.1, 'sma200': 40.5}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.7%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.7% · holding above 20-day MA'}",False,,99.0
CRML,2,"10% Change, Power Move",Critical Metals Corp,Basic Materials,Other Industrial Metals & Mining,United Kingdom,1.55B,"19,826,796",11.626080125687352,26.18,0.0,-60.404354587869356,1.63,12150000.0,23.74,33.18,33.29,-493.1,15.53,8.97,60.33,-9.14,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 23.7, 'sma50': 33.2, 'sma200': 33.3}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,83.0
CTRI,2,"IPO, 52 Week High",Centuri Holdings Inc,Utilities,Utilities - Regulated Gas,USA,3.79B,37.60,3.324468085106383,432.19,13.1,4.345895543098188,1.04,1360000.0,12.4,19.49,48.88,173.8,91.29,17.66,28.72,35.11,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 12.4, 'sma50': 19.5, 'sma200': 48.9}","{'vcp_possible': False, 'confidence': 45, 'signals': ['tight range ATR 3.3%', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.3% · holding above 20-day MA'}",False,,92.0
DNA,2,"10% Change, Power Move",Ginkgo Bioworks Holdings Inc,Healthcare,Biotechnology,USA,519.09M,"1,500,581",7.210401891252954,46.46,-25.06,-51.877133105802045,1.25,1200000.0,12.54,15.72,-15.78,27.13,58.28,5.56,38.01,-9.13,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 12.5, 'sma50': 15.7, 'sma200': -15.8}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,3.0
ERAS,2,"10% Change, Power Move",Erasca Inc,Healthcare,Biotechnology,USA,3.31B,"12,658,418",,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,24.0
FTDR,2,"10% Change, Power Move",Frontdoor Inc,Consumer Cyclical,Personal Services,USA,4.81B,"1,364,643",,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,24.0
GOOG,2,"Growth, 52 Week High",Alphabet Inc,Communication Services,Internet Content & Information,USA,4647.23B,381.94,2.578939100382259,34.19,17.77,8.073388265121316,2.13,20830000.0,15.59,22.17,36.26,81.84,26.92,0.84,33.15,12.78,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 15.6, 'sma50': 22.2, 'sma200': 36.3}","{'vcp_possible': False, 'confidence': 45, 'signals': ['tight range ATR 2.6%', 'holding above 20-day MA'], 'reason': 'tight range ATR 2.6% · holding above 20-day MA'}",False,,104.0
GOOGL,2,"Growth, 52 Week High",Alphabet Inc,Communication Services,Internet Content & Information,USA,4646.84B,384.80,2.6481288981288977,34.19,17.77,8.151254363430937,2.22,32320000.0,15.72,22.6,37.37,81.84,38.33,0.84,33.82,13.76,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 15.7, 'sma50': 22.6, 'sma200': 37.4}","{'vcp_possible': False, 'confidence': 45, 'signals': ['tight range ATR 2.6%', 'holding above 20-day MA'], 'reason': 'tight range ATR 2.6% · holding above 20-day MA'}",False,,104.0
GTX,2,"10% Change, Power Move",Garrett Motion Inc,Consumer Cyclical,Auto Parts,Switzerland,4.82B,"7,280,651",3.787582975400234,21.77,3.14,19.550553405626946,3.2,2270000.0,28.5,34.09,56.48,-9.43,87.25,6.4,40.95,40.33,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 28.5, 'sma50': 34.1, 'sma200': 56.5}","{'vcp_possible': False, 'confidence': 45, 'signals': ['tight range ATR 3.8%', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.8% · holding above 20-day MA'}",False,,92.0
GVA,2,"10% Change, Power Move",Granite Construction Inc,Industrials,Engineering & Construction,USA,5.96B,"1,339,277",,,,,,,,,,,,,,,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': nan, 'sma50': nan, 'sma200': nan}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,24.0
IHRT,2,"10% Change, Power Move",iHeartMedia Inc,Communication Services,Broadcasting,USA,813.32M,"2,184,548",7.202680067001675,53.78,0.27,-2.9268292682926966,2.35,930520.0,43.41,72.68,83.99,-229.76,74.77,1.1,104.45,91.96,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 43.4, 'sma50': 72.7, 'sma200': 84.0}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,79.0
INDV,2,"Growth, 52 Week High",Indivior Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,4.48B,36.78,4.187058183795541,751.75,4.38,-3.210526315789475,2.79,2370000.0,12.9,15.23,26.02,410.0,100.9,4.02,20.67,5.96,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 12.9, 'sma50': 15.2, 'sma200': 26.0}","{'vcp_possible': True, 'confidence': 55, 'signals': ['moderate tightness ATR 4.2%', 'tight pullback -3% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.2% · tight pullback -3% from high · holding above 20-day MA'}",False,,114.0
INTC,2,"52 Week High, Week 20%+ Gain",Intel Corp,Technology,Semiconductors,USA,474.86B,94.48,4.974597798475868,86.07,1.36,-0.49499736703527697,1.52,103760000.0,37.59,73.33,137.54,-288.04,58.75,6.06,114.09,94.16,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 37.6, 'sma50': 73.3, 'sma200': 137.5}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.0%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.0% · holding above 20-day MA'}",False,,102.0
IRM,2,"52 Week High, Power Move",Iron Mountain Inc,Real Estate,REIT - Specialty,USA,37.48B,125.99,2.920866735455195,-20.43,12.23,4.120524941324244,2.91,1730000.0,11.19,15.76,28.56,-14.44,87.02,0.59,23.35,35.43,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 11.2, 'sma50': 15.8, 'sma200': 28.6}","{'vcp_possible': False, 'confidence': 45, 'signals': ['tight range ATR 2.9%', 'holding above 20-day MA'], 'reason': 'tight range ATR 2.9% · holding above 20-day MA'}",False,,84.0
LAC,2,"10% Change, Power Move",Lithium Americas Corp (NewCo),Basic Materials,Other Industrial Metals & Mining,Canada,1.80B,"28,247,847",6.282722513089005,-206.48,0.0,-45.53231939163498,3.09,9150000.0,24.13,27.03,21.88,422.48,30.89,11.14,45.06,5.52,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 24.1, 'sma50': 27.0, 'sma200': 21.9}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,71.0
LCID,2,"10% Change, Power Move",Lucid Group Inc,Consumer Cyclical,Auto Manufacturers,USA,2.10B,"20,634,562",9.10518053375196,7.56,67.58,-81.09792284866468,1.88,10980000.0,-16.6,-29.66,-58.14,-61.49,18.78,1.87,-33.16,-43.78,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': -16.6, 'sma50': -29.7, 'sma200': -58.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"below 50d MA (-29.7%), -81% from 52w high, Stage 4 (Downtrend)",10.0
LTBR,2,"10% Change, Power Move",Lightbridge Corp,Industrials,Electrical Equipment & Parts,USA,456.75M,"831,479",7.816091954022989,4.53,0.0,-58.34663262049153,0.97,857570.0,8.84,9.87,-17.54,13.12,43.42,5.86,22.42,-21.03,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 8.8, 'sma50': 9.9, 'sma200': -17.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"RVol 1.0x < 1.5x, -58% from 52w high, Stage 4 (Downtrend)",-6.0
MU,2,"Growth, 52 Week High",Micron Technology Inc,Technology,Semiconductors,USA,583.22B,517.16,5.319436924742827,410.18,85.55,-2.6723878349894647,0.86,41620000.0,14.17,22.21,88.13,756.34,80.01,0.0,53.08,18.67,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 14.2, 'sma50': 22.2, 'sma200': 88.1}","{'vcp_possible': False, 'confidence': 45, 'signals': ['moderate tightness ATR 5.3%', 'below-avg volume RVol 0.9x', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.3% · below-avg volume RVol 0.9x · holding above 20-day MA'}",False,,97.0
MXL,2,"52 Week High, Week 20%+ Gain",MaxLinear Inc,Technology,Semiconductors,USA,6.34B,70.75,8.12720848056537,42.62,40.89,-0.7435465768799165,3.5,2510000.0,112.84,199.51,284.62,11.61,99.27,0.45,306.84,267.15,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 112.8, 'sma50': 199.5, 'sma200': 284.6}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,89.0
NVCR,2,"10% Change, Power Move",NovoCure Ltd,Healthcare,Medical Devices,United Kingdom,1.73B,"7,454,770",5.588428665351742,21.72,8.28,-24.17746759720837,3.95,1890000.0,27.72,25.44,21.14,64.08,85.59,6.0,39.54,22.86,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 27.7, 'sma50': 25.4, 'sma200': 21.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,57.0
OGN,2,"52 Week High, Week 20%+ Gain",Organon & Co,Healthcare,Drug Manufacturers - General,USA,3.48B,13.25,5.283018867924528,-78.5,-2.92,-0.9715994020926821,1.73,8610000.0,42.6,72.01,57.21,-287.86,76.3,-0.77,121.2,54.07,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 42.6, 'sma50': 72.0, 'sma200': 57.2}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,34.0
OKLO,2,"10% Change, Power Move",Oklo Inc,Utilities,Utilities - Independent Power Producers,USA,12.58B,"14,546,670",8.951724137931034,86.44,0.0,-62.59801898472968,1.38,10520000.0,17.72,20.64,-15.99,-264.93,44.28,7.8,46.2,-15.74,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 17.7, 'sma50': 20.6, 'sma200': -16.0}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,24.0
PWR,2,"52 Week High, Power Move",Quanta Services Inc,Industrials,Engineering & Construction,USA,109.21B,727.77,3.290874864311527,12.33,20.31,13.605551447500218,2.17,1120000.0,20.36,25.74,56.09,2.62,94.2,0.52,32.56,50.54,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 20.4, 'sma50': 25.7, 'sma200': 56.1}","{'vcp_possible': False, 'confidence': 45, 'signals': ['tight range ATR 3.3%', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.3% · holding above 20-day MA'}",False,,96.0
QBTS,2,"10% Change, Power Move",D-Wave Quantum Inc,Technology,Computer Hardware,USA,7.51B,"29,680,579",7.593688362919132,-59.02,178.54,-56.62032085561497,1.11,26850000.0,13.6,15.66,-10.5,67.54,45.31,-5.76,40.54,-12.66,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 13.6, 'sma50': 15.7, 'sma200': -10.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,11.0
QCOM,2,"Week 20%+ Gain, Power Move",Qualcomm Inc,Technology,Semiconductors,USA,191.61B,179.58,4.020492259717117,-48.23,5.21,-12.804078659868889,4.71,12950000.0,30.34,32.06,14.67,172.6,78.54,-0.07,39.45,17.97,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 30.3, 'sma50': 32.1, 'sma200': 14.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,78.0
QURE,2,"10% Change, Power Move",uniQure NV,Healthcare,Biotechnology,Netherlands,1.23B,"4,224,589",7.86967418546366,29.32,-40.64,-72.09790209790211,1.34,3160000.0,14.86,18.11,-21.56,60.34,98.58,9.58,22.02,-15.66,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 14.9, 'sma50': 18.1, 'sma200': -21.6}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,7.0
RILY,2,"10% Change, Power Move",BRC Group Holdings Inc,Financial,Financial Conglomerates,USA,301.95M,"1,738,271",5.9371362048894065,129.92,6.77,-21.69553327256154,2.3,756570.0,13.15,18.23,37.97,9525.69,23.14,-3.09,17.35,-6.63,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 13.2, 'sma50': 18.2, 'sma200': 38.0}","{'vcp_possible': False, 'confidence': 40, 'signals': ['moderate tightness ATR 5.9%', 'moderate pullback -22% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.9% · moderate pullback -22% from high · holding above 20-day MA'}",False,,90.0
RUM,2,"10% Change, Power Move",Rumble Inc,Communication Services,Internet Content & Information,USA,3.28B,"5,133,756",6.374501992031872,80.93,5.38,-31.48316651501365,2.2,2330000.0,25.21,34.2,11.87,89.12,14.65,2.82,47.65,25.5,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 25.2, 'sma50': 34.2, 'sma200': 11.9}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,-31% from 52w high,61.0
SPIR,2,"10% Change, Power Move",Spire Global Inc,Industrials,Specialty Business Services,USA,624.72M,"1,314,176",9.927089175546833,139.27,-35.22,-24.417125900805438,1.01,1310000.0,-2.94,29.19,61.91,59.41,36.68,0.11,41.73,47.36,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': False, 'sma20': -2.9, 'sma50': 29.2, 'sma200': 61.9}","{'vcp_possible': False, 'confidence': 10, 'signals': ['moderate pullback -24% from high'], 'reason': 'moderate pullback -24% from high'}",True,RVol 1.0x < 1.5x,68.0
SWKS,2,"10% Change, Power Move",Skyworks Solutions Inc,Technology,Semiconductors,USA,10.55B,"8,164,284",3.37751175716118,-20.4,0.22,-22.80528052805281,2.44,3340000.0,18.19,22.18,5.8,-47.57,105.01,10.08,31.04,25.78,"{'stage': 1, 'badge': '🔵 Stage 1', 'perfect': False, 'sma20': 18.2, 'sma50': 22.2, 'sma200': 5.8}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,50.0
TEM,2,"IPO, Power Move",Tempus AI Inc,Healthcare,Health Information Services,USA,9.95B,55.48,6.002162941600577,70.36,83.41,-46.81748466257669,1.14,5390000.0,8.93,9.0,-17.42,-278.33,51.86,8.77,22.69,-12.64,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 8.9, 'sma50': 9.0, 'sma200': -17.4}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,14.0
VIAV,2,"52 Week High, Power Move",Viavi Solutions Inc,Technology,Communication Equipment,USA,12.12B,52.40,6.793893129770992,-7.21,30.59,7.164038693580377,3.59,5890000.0,22.26,45.27,153.18,-70.2,98.18,0.89,57.45,112.15,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 22.3, 'sma50': 45.3, 'sma200': 153.2}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,89.0
VIK,2,"Growth, IPO",Viking Holdings Ltd,Consumer Cyclical,Travel Services,Bermuda,36.51B,81.91,4.224148455622025,697.07,21.89,-5.850574712643686,1.06,2780000.0,2.97,8.06,21.65,179.27,46.23,1.26,11.47,10.26,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 3.0, 'sma50': 8.1, 'sma200': 21.6}","{'vcp_possible': True, 'confidence': 55, 'signals': ['moderate tightness ATR 4.2%', 'tight pullback -6% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.2% · tight pullback -6% from high · holding above 20-day MA'}",False,,111.0
VITL,2,"10% Change, Power Move",Vital Farms Inc,Consumer Defensive,Farm Products,USA,611.49M,"4,132,481",6.886446886446886,18.64,25.26,-74.30346385542168,1.64,2510000.0,6.54,-15.19,-57.04,52.67,104.62,6.54,-3.33,-51.48,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 6.5, 'sma50': -15.2, 'sma200': -57.0}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",True,"below 50d MA (-15.2%), -74% from 52w high, Stage 4 (Downtrend)",12.0
VSAT,2,"52 Week High, Power Move",Viasat Inc,Technology,Communication Equipment,USA,8.95B,65.91,5.386132605067517,20.79,2.07,1.4296486665333008,1.54,1680000.0,11.59,27.28,73.3,114.42,93.9,-2.26,43.91,42.57,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 11.6, 'sma50': 27.3, 'sma200': 73.3}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.4%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.4% · holding above 20-day MA'}",False,,85.0
