Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score
PL,3,"10% Change, 52 Week High, Week 20%+ Gain",Planet Labs PBC,Industrials,Aerospace & Defense,USA,12.04B,8.877579869946285,-86.84,25.94,-2.5082690187431145,1.89,13160000.0,30.52,37.83,141.11,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 30.5, 'sma50': 37.8, 'sma200': 141.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,47.0
ADEA,2,"Growth, 52 Week High",Adeia Inc,Technology,Software - Application,USA,2.75B,4.044409199048374,71.9,17.91,-0.7867820613690069,0.97,1020000.0,12.36,24.48,55.49,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 12.4, 'sma50': 24.5, 'sma200': 55.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,36.0
ADTN,2,"Growth, 52 Week High",ADTRAN Holdings Inc,Technology,Communication Equipment,USA,1.02B,4.667721518987341,90.84,17.46,-0.706991358994502,1.24,1330000.0,18.55,25.11,37.18,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 18.6, 'sma50': 25.1, 'sma200': 37.2}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,32.0
APGE,2,"IPO, 52 Week High",Apogee Therapeutics Inc,Healthcare,Biotechnology,USA,5.46B,6.965490895199286,-30.45,0.0,-7.131031220435191,3.42,1030000.0,9.21,10.07,39.95,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 9.2, 'sma50': 10.1, 'sma200': 40.0}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,46.0
AXTI,2,"52 Week High, Week 20%+ Gain",AXT Inc,Technology,Semiconductor Equipment & Materials,USA,3.74B,10.007423904974019,-79.13,-11.11,-4.724855000707318,0.96,8710000.0,41.3,104.77,413.18,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 41.3, 'sma50': 104.8, 'sma200': 413.2}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,24.0
BTSG,2,"IPO, 52 Week High",BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,8.67B,4.841588576528336,893.58,14.59,-0.11143302874971894,1.68,2370000.0,7.93,11.24,43.22,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 7.9, 'sma50': 11.2, 'sma200': 43.2}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,54.0
GEV,2,"IPO, 52 Week High",GE Vernova Inc,Industrials,Specialty Industrial Machinery,USA,248.96B,4.347779016769695,220.77,8.92,0.3323810868644417,1.01,2800000.0,8.37,16.7,42.82,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 8.4, 'sma50': 16.7, 'sma200': 42.8}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,65.0
JBL,2,"Growth, 52 Week High",Jabil Inc,Technology,Electronic Components,USA,29.91B,4.279056630419432,78.7,19.0,0.6646053239506733,0.93,1180000.0,9.31,11.19,26.22,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 9.3, 'sma50': 11.2, 'sma200': 26.2}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,44.0
KRMN,2,"Growth, IPO",Karman Holdings Inc,Industrials,Aerospace & Defense,USA,13.18B,7.058232931726908,-28.01,29.38,-15.864166244298028,1.21,2069999.9999999998,0.17,1.63,38.17,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 0.2, 'sma50': 1.6, 'sma200': 38.2}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,42.0
LASR,2,"Growth, 52 Week High",nLIGHT Inc,Technology,Semiconductors,USA,4.00B,7.456445993031359,62.85,31.62,-1.577503429355287,0.82,1590000.0,9.3,28.45,103.08,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 9.3, 'sma50': 28.4, 'sma200': 103.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,36.0
