Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,Price,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score,RS Rating
AEHR,3,"Growth, Base / Near-High, Week 20%+ Gain",Aehr Test Systems,Technology,Semiconductor Equipment & Materials,USA,4.75B,"2,491,268",145.61,9.401826797610054,-81.5,-15.21,-1.2143826322930762,0.99,2510000.0,46.65,54.88,151.26,143.11,75.05,1.47,79.65,46.34,404.89,695.25,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 46.6, 'sma50': 54.9, 'sma200': 151.3}","{'vcp_possible': False, 'confidence': 30, 'signals': ['below-avg volume RVol 1.0x', 'holding above 20-day MA'], 'reason': 'below-avg volume RVol 1.0x · holding above 20-day MA'}",False,,82.0,98
ARX,3,"Growth, IPO, Week 20%+ Gain",Accelerant Holdings,Financial,Insurance Brokers,Cayman Islands,4.13B,"5,522,946",19.54,5.424769703172979,0.0,0.0,-35.892388451443566,1.63,3400000.0,40.68,44.55,43.69,795.5,29.75,7.73,44.53,26.55,83.13,-31.03,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 40.7, 'sma50': 44.5, 'sma200': 43.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,72.0,33
AXTI,3,"10% Change, Week 20%+ Gain, Power Move",AXT Inc,Technology,Semiconductor Equipment & Materials,USA,6.29B,"15,239,891",95.97,11.076378034802543,104.53,45.81,-32.96311818943839,1.48,10280000.0,48.55,39.1,89.31,208.25,71.57,9.83,109.27,-22.47,295.92,4581.46,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 48.5, 'sma50': 39.1, 'sma200': 89.3}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",True,"RVol 1.5x < 1.5x, -33% from 52w high",102.0,99
EXPD,3,"Growth, 52 Week High, Base / Near-High",Expeditors International Of Washington Inc,Industrials,Integrated Freight & Logistics,USA,24.47B,"717,288",188.27,2.4167419132097514,12.05,6.77,-0.8426818349396958,0.57,1260000.0,6.12,9.92,21.56,50.83,98.76,-3.99,2.99,21.11,28.51,57.07,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 6.1, 'sma50': 9.9, 'sma200': 21.6}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 2.4%', 'volume dry-up RVol 0.6x', 'holding above 20-day MA'], 'reason': 'tight range ATR 2.4% · volume dry-up RVol 0.6x · holding above 20-day MA'}",False,,99.0,46
GEV,3,"Growth, IPO, Base / Near-High",GE Vernova Inc,Industrials,Specialty Industrial Machinery,USA,287.37B,"2,043,523",1079.00,4.657089898053753,738.05,12.85,-9.77808251250063,0.73,2820000.0,6.88,4.77,25.45,32.85,80.91,0.54,2.0,2.84,34.52,73.5,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 6.9, 'sma50': 4.8, 'sma200': 25.4}","{'vcp_possible': True, 'confidence': 85, 'signals': ['moderate tightness ATR 4.7%', 'volume dry-up RVol 0.7x', 'tight pullback -10% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.7% · volume dry-up RVol 0.7x · tight pullback -10% from high · holding above 20-day MA'}",False,,119.0,45
HNGE,3,"Growth, IPO, Base / Near-High",Hinge Health Inc,Healthcare,Health Information Services,USA,7.09B,"1,222,784",87.87,4.904973255946284,124.68,49.76,-5.648018898314177,0.64,1920000.0,8.04,11.26,63.64,107.01,67.27,4.21,0.9,61.23,125.65,48.76,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 8.0, 'sma50': 11.3, 'sma200': 63.6}","{'vcp_possible': True, 'confidence': 85, 'signals': ['moderate tightness ATR 4.9%', 'volume dry-up RVol 0.6x', 'tight pullback -6% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.9% · volume dry-up RVol 0.6x · tight pullback -6% from high · holding above 20-day MA'}",False,,102.0,87
HTFL,3,"IPO, 52 Week High, Week 20%+ Gain",Heartflow Inc,Healthcare,Health Information Services,USA,3.65B,"4,098,869",41.94,5.627086313781593,0.0,0.0,-2.465116279069768,2.55,1610000.0,48.08,43.4,45.26,-65.19,82.46,26.28,68.57,48.12,103.0,34.55,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 48.1, 'sma50': 43.4, 'sma200': 45.3}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.6%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.6% · holding above 20-day MA'}",False,,91.0,81
IVZ,3,"Growth, 52 Week High, Base / Near-High",Invesco Ltd,Financial,Asset Management,USA,14.38B,"4,012,255",32.57,2.76327909118821,-173.65,15.64,-0.245022970903519,0.78,5160000.0,5.53,11.76,22.36,2853.26,97.08,1.91,9.92,20.1,22.81,54.21,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 5.5, 'sma50': 11.8, 'sma200': 22.4}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 2.8%', 'volume dry-up RVol 0.8x', 'holding above 20-day MA'], 'reason': 'tight range ATR 2.8% · volume dry-up RVol 0.8x · holding above 20-day MA'}",False,,109.0,42
RBRK,3,"Growth, IPO, Base / Near-High",Rubrik Inc,Technology,Software - Infrastructure,USA,20.79B,"3,281,835",101.02,4.791130469214018,48.87,45.73,-5.145539906103291,0.9,3640000.0,20.79,26.75,50.04,61.43,62.85,2.77,27.92,58.41,85.19,17.7,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 20.8, 'sma50': 26.8, 'sma200': 50.0}","{'vcp_possible': True, 'confidence': 70, 'signals': ['moderate tightness ATR 4.8%', 'below-avg volume RVol 0.9x', 'tight pullback -5% from high', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.8% · below-avg volume RVol 0.9x · tight pullback -5% from high · holding above 20-day MA'}",False,,103.0,86
RUM,3,"10% Change, Week 20%+ Gain, Power Move",RUM Group Inc,Communication Services,Internet Content & Information,USA,3.59B,"5,421,830",8.24,6.310679611650485,59.37,13.05,-21.821631878557866,1.6,3390000.0,27.95,25.88,28.14,-140.14,16.63,2.15,43.06,14.37,38.26,4.3,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 27.9, 'sma50': 25.9, 'sma200': 28.1}","{'vcp_possible': False, 'confidence': 25, 'signals': ['moderate pullback -22% from high', 'holding above 20-day MA'], 'reason': 'moderate pullback -22% from high · holding above 20-day MA'}",False,,93.0,23
