Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score,RS Rating
BTDR,3,"10% Change, Growth, Power Move",Bitdeer Technologies Group,Technology,Software - Application,Singapore,3.56B,"13,960,286",7.118644067796611,111.52,77.33,-46.94244604316546,1.66,8430000.0,16.79,40.56,10.5,108.18,32.69,6.0,16.97,42.24,-1.8,4.68,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 16.8, 'sma50': 40.6, 'sma200': 10.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,68.0,16
BTSG,3,"Growth, IPO, 52 Week High",BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,11.32B,58.40,3.5273972602739727,290.87,17.97,2.506494418310745,0.63,2940000.0,14.57,26.55,62.47,144.76,79.68,1.57,26.93,54.54,72.22,148.62,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 14.6, 'sma50': 26.6, 'sma200': 62.5}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 3.5%', 'volume dry-up RVol 0.6x', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.5% · volume dry-up RVol 0.6x · holding above 20-day MA'}",False,,109.0,63
ENPH,3,"10% Change, Week 20%+ Gain, Power Move",Enphase Energy Inc,Technology,Solar,USA,6.33B,"16,369,382",6.332014163715893,-6.91,-1.64,-9.29529567353108,2.72,6010000.0,34.06,28.24,32.12,-125.84,96.49,5.19,49.19,8.77,55.67,-0.54,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 34.1, 'sma50': 28.2, 'sma200': 32.1}","{'vcp_possible': False, 'confidence': 40, 'signals': ['tight pullback -9% from high', 'holding above 20-day MA'], 'reason': 'tight pullback -9% from high · holding above 20-day MA'}",False,,86.0,18
FCEL,3,"10% Change, 52 Week High, Week 20%+ Gain",Fuelcell Energy Inc,Industrials,Electrical Equipment & Parts,USA,1.14B,"13,045,413",8.796296296296296,11.56,48.29,6.529887551785363,3.05,4280000.0,65.5,131.03,175.17,65.45,39.98,18.58,186.85,208.13,192.29,435.98,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 65.5, 'sma50': 131.0, 'sma200': 175.2}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,95.0,90
FRMI,3,"10% Change, Week 20%+ Gain, Power Move",Fermi Inc,Real Estate,REIT - Specialty,USA,4.70B,"56,460,794",9.226594301221168,0.0,0.0,-80.0756961340903,4.2,13430000.0,33.51,19.17,-41.07,0.0,7.71,214.06,26.42,-20.41,-66.36,0.0,"{'stage': 4, 'badge': '⚫ Stage 4', 'perfect': False, 'sma20': 33.5, 'sma50': 19.2, 'sma200': -41.1}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,31.0,1
KNX,3,"10% Change, 52 Week High, Power Move",Knight-Swift Transportation Holdings Inc,Industrials,Trucking,USA,11.05B,"14,713,089",4.145230045568131,-77.5,1.13,0.4132841328413406,4.53,3250000.0,6.51,13.55,32.1,-104.29,104.31,2.43,10.51,13.57,53.43,47.41,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 6.5, 'sma50': 13.6, 'sma200': 32.1}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 4.1%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.1% · holding above 20-day MA'}",False,,94.0,31
LUNR,3,"10% Change, 52 Week High, Week 20%+ Gain",Intuitive Machines Inc,Industrials,Aerospace & Defense,USA,7.94B,"19,158,013",8.543263964950713,84.5,-7.71,-0.5446623093681824,1.44,13280000.0,30.72,56.95,135.53,76.92,55.95,7.25,52.93,132.32,286.86,208.71,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 30.7, 'sma50': 57.0, 'sma200': 135.5}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",True,RVol 1.4x < 1.5x,86.0,84
POET,3,"10% Change, Week 20%+ Gain, Power Move",POET Technologies Inc,Technology,Semiconductors,Canada,3.14B,"123,524,481",10.11181332036947,34.68,2494.6,32.68228494762373,4.55,27170000.0,94.2,155.22,211.43,18.28,12.27,1.32,195.12,264.07,288.85,358.13,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 94.2, 'sma50': 155.2, 'sma200': 211.4}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,94.0,93
RDW,3,"10% Change, Week 20%+ Gain, Power Move",Redwire Corp,Industrials,Aerospace & Defense,USA,2.78B,"67,104,024",8.863473909935667,-18.98,33.58,-37.12359550561798,3.13,21440000.0,36.88,44.0,55.58,-342.64,34.9,-25.39,41.17,77.31,128.22,20.81,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 36.9, 'sma50': 44.0, 'sma200': 55.6}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",True,-37% from 52w high,92.0,55
RKLB,3,"Growth, 52 Week High, Week 20%+ Gain",Rocket Lab Corp,Industrials,Aerospace & Defense,USA,76.71B,132.55,6.601282534892492,19.99,45.83,4.169941215302897,1.07,23320000.0,44.56,69.61,105.36,37.95,50.05,2.2,80.1,100.8,158.68,449.32,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 44.6, 'sma50': 69.6, 'sma200': 105.4}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,92.0,86
