Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score,RS Rating
INOD,5,"10% Change, Growth, 52 Week High, Week 20%+ Gain, Power Move",Innodata Inc,Technology,Information Technology Services,USA,3.39B,"11,213,566",7.541173071366656,2.61,40.1,10.632811584319835,8.59,1300000.0,111.05,131.93,90.49,87.97,50.08,-11.26,191.82,113.64,70.49,199.91,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 111.0, 'sma50': 131.9, 'sma200': 90.5}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,66.0,71
RKLB,5,"10% Change, Growth, 52 Week High, Week 20%+ Gain, Power Move",Rocket Lab Corp,Industrials,Aerospace & Defense,USA,67.92B,"53,455,351",7.08138048572646,19.99,45.83,11.104694043141006,2.43,22020000.0,39.01,56.62,85.23,37.95,49.99,2.2,72.45,54.73,136.55,472.16,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 39.0, 'sma50': 56.6, 'sma200': 85.2}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,102.0,85
BW,4,"10% Change, Growth, 52 Week High, Power Move",Babcock & Wilcox Enterprises Inc,Industrials,Specialty Industrial Machinery,USA,2.57B,"9,165,219",8.355367530407193,38.81,-11.44,0.5851063829787284,2.33,3930000.0,17.96,26.06,150.69,90.14,66.77,19.35,8.43,98.63,267.18,3697.19,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 18.0, 'sma50': 26.1, 'sma200': 150.7}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,99.0,98
COHR,4,"10% Change, Growth, 52 Week High, Power Move",Coherent Corp,Technology,Scientific & Technical Instruments,USA,74.28B,"9,352,463",6.66069688430035,1103.17,18.0,4.080547362419273,1.26,7450000.0,14.46,31.42,104.43,990.95,88.53,-10.42,23.48,56.6,138.35,438.03,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 14.5, 'sma50': 31.4, 'sma200': 104.4}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",True,RVol 1.3x < 1.5x,102.0,84
DXYZ,4,"10% Change, 52 Week High, Week 20%+ Gain, Power Move",Destiny Tech100 Inc,Financial,Asset Management,USA,1.03B,"12,546,456",5.642897248736665,129.27,-270.37,29.52044346752625,6.91,1820000.0,99.59,133.03,149.26,136.77,11.54,0.0,154.43,121.24,182.7,87.52,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 99.6, 'sma50': 133.0, 'sma200': 149.3}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.6%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.6% · holding above 20-day MA'}",False,,98.0,72
LITE,4,"10% Change, Growth, 52 Week High, Power Move",Lumentum Holdings Inc,Technology,Communication Equipment,USA,81.93B,"9,442,444",7.580548671053757,196.38,68.98,3.1426939979608104,1.51,6250000.0,17.52,32.42,160.18,332.76,116.69,-10.2,17.36,82.46,339.37,1523.39,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 17.5, 'sma50': 32.4, 'sma200': 160.2}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,107.0,97
LQDA,4,"10% Change, Growth, Week 20%+ Gain, Power Move",Liquidia Corp,Healthcare,Drug Manufacturers - Specialty & Generic,USA,4.68B,"6,893,783",5.232448710709579,51.12,1936.66,13.838697443610947,5.0,1380000.0,33.76,40.51,67.86,215.43,66.86,-0.71,37.82,25.31,107.54,248.17,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 33.8, 'sma50': 40.5, 'sma200': 67.9}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.2%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.2% · holding above 20-day MA'}",False,,109.0,65
MRAM,4,"10% Change, 52 Week High, Week 20%+ Gain, Power Move",Everspin Technologies Inc,Technology,Semiconductors,USA,934.62M,"27,802,805",7.977922729553437,230.43,15.94,44.24051182584026,26.97,1030000.0,134.64,219.79,294.97,75.67,50.62,5.74,288.5,252.12,357.11,571.04,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 134.6, 'sma50': 219.8, 'sma200': 295.0}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,105.0,93
NVTS,4,"10% Change, 52 Week High, Week 20%+ Gain, Power Move",Navitas Semiconductor Corp,Technology,Semiconductors,USA,5.29B,"70,256,207",9.271523178807948,-19.24,-45.38,14.443647240720715,2.73,25740000.0,42.79,91.22,141.01,-63.95,45.62,9.25,137.42,145.66,156.37,1104.79,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 42.8, 'sma50': 91.2, 'sma200': 141.0}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,84.0,94
AMD,3,"Growth, 52 Week High, Week 20%+ Gain",Advanced Micro Devices Inc,Technology,Semiconductors,USA,748.10B,458.79,4.858431962335709,123.87,34.97,0.5478971706590174,1.19,38560000.0,36.21,76.67,109.65,92.25,68.73,2.08,87.23,112.4,93.01,346.12,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 36.2, 'sma50': 76.7, 'sma200': 109.7}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 4.9%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.9% · holding above 20-day MA'}",False,,103.0,82
BTSG,3,"Growth, IPO, 52 Week High",BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,10.68B,55.07,3.7043762484111133,290.87,17.97,0.2183803457688871,0.84,2830000.0,11.6,21.77,55.57,144.76,79.58,1.57,21.49,38.51,68.93,141.32,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 11.6, 'sma50': 21.8, 'sma200': 55.6}","{'vcp_possible': True, 'confidence': 60, 'signals': ['tight range ATR 3.7%', 'below-avg volume RVol 0.8x', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.7% · below-avg volume RVol 0.8x · holding above 20-day MA'}",False,,109.0,52
CRCL,3,"10% Change, Growth, Power Move",Circle Internet Group Inc,Financial,Capital Markets,USA,32.57B,"44,843,404",7.733758348512447,-247.42,63.86,-55.93163650958226,2.7,16629999.999999998,24.25,24.54,23.7,2667.34,36.42,-9.28,49.66,119.23,31.75,0.0,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 24.2, 'sma50': 24.5, 'sma200': 23.7}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,82.0,40
