Ticker,Company,Sector,Industry,Market Cap,Days Seen,Total Days,Dates,Max ATR%,Max EPS%,Max Appearances,Screeners Hit,Base Score,Signal Score,Q Rank,Stage,Quality Mod,Watch,Last SMA50%,EP,IPO,MULTI,HIGH,CHAR,CC_DEEP,CC_WATCH
BLMN,Bloomin Brands Inc,Consumer Cyclical,Restaurants,1.01B,1,4,2026-08-05,5.7,917.0,3,"52 Week High, Power Move, Week 20%+ Gain",75.0,180.0,95,Uptrend,30,False,42.5,True,False,True,False,True,False,False
ZBRA,Zebra Technologies Corp,Technology,Communication Equipment,17.81B,3,4,"2026-08-04, 2026-08-05, 2026-08-07",4.3,3.3,2,"52 Week High, Week 20%+ Gain",115.0,175.0,88,Uptrend,30,False,43.1,True,False,False,False,False,False,False
ALOY,REalloys Inc,Basic Materials,Other Industrial Metals & Mining,843.96M,3,4,"2026-08-03, 2026-08-04, 2026-08-07",12.8,-190.3,3,"10% Change, Power Move, Week 20%+ Gain",125.0,175.0,78,Uptrend,30,False,-17.8,False,False,True,False,False,False,False
STLD,Steel Dynamics Inc,Basic Materials,Steel,37.62B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",3.4,60.8,2,"Base / Near-High, Growth",140.0,170.0,98,Uptrend,30,False,3.8,False,False,False,False,False,False,False
SBLK,Star Bulk Carriers Corp,Industrials,Marine Shipping,3.29B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",3.4,141.6,2,"Base / Near-High, Growth",140.0,170.0,89,Uptrend,30,False,7.7,False,False,False,False,False,False,False
SHEL,Shell Plc ADR,Energy,Oil & Gas Integrated,246.75B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",2.0,103.0,2,"Base / Near-High, Growth",140.0,170.0,112,Uptrend,30,False,8.5,False,False,False,False,False,False,False
RS,Reliance Inc,Basic Materials,Steel,21.64B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",3.0,25.4,2,"Base / Near-High, Growth",140.0,170.0,90,Uptrend,30,False,4.6,False,False,False,False,False,False,False
HRI,Herc Holdings Inc,Industrials,Rental & Leasing Services,5.61B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",5.6,67.8,2,"Base / Near-High, Growth",140.0,170.0,82,Uptrend,30,False,13.3,False,False,False,False,False,False,False
GRND,Grindr Inc,Technology,Software - Application,2.95B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",4.8,192.4,2,"Base / Near-High, Growth",140.0,170.0,92,Uptrend,30,False,27.0,False,False,False,False,False,False,False
ROST,Ross Stores Inc,Consumer Cyclical,Apparel Retail,81.87B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",2.3,13.5,2,"Base / Near-High, Growth",140.0,170.0,97,Uptrend,30,False,9.9,False,False,False,False,False,False,False
LPG,Dorian LPG Ltd,Energy,Oil & Gas Midstream,1.96B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",4.6,556.5,2,"Base / Near-High, Growth",140.0,170.0,90,Uptrend,30,False,12.4,False,False,False,False,False,False,False
LQDA,Liquidia Corp,Healthcare,Drug Manufacturers - Specialty & Generic,8.02B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",6.2,115.4,2,"Base / Near-High, Growth",140.0,170.0,99,Uptrend,30,False,13.8,False,False,False,False,False,False,False
NVDA,NVIDIA Corp,Technology,Semiconductors,5419.83B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",3.8,109.6,2,"Base / Near-High, Growth",140.0,170.0,114,Uptrend,30,False,0.4,False,False,False,False,False,False,False
NAVN,Navan Inc,Technology,Software - Application,7.40B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",6.0,-85.0,2,"Base / Near-High, Growth",140.0,170.0,78,Uptrend,30,False,17.9,False,False,False,False,False,False,False
RELY,Remitly Global Inc,Technology,Software - Infrastructure,5.17B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",4.8,2098.4,2,"Base / Near-High, Growth",140.0,170.0,91,Uptrend,30,False,9.8,False,False,False,False,False,False,False
TPR,Tapestry Inc,Consumer Cyclical,Luxury Goods,32.80B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",3.0,-15.6,2,"Base / Near-High, Growth",140.0,170.0,94,Uptrend,30,False,8.0,False,False,False,False,False,False,False
CORT,Corcept Therapeutics Inc,Healthcare,Biotechnology,11.97B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",5.4,-59.2,2,"Base / Near-High, Growth",140.0,170.0,97,Uptrend,30,False,33.0,False,False,False,False,False,False,False
IESC,IES Holdings Inc,Industrials,Engineering & Construction,15.20B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",8.3,83.1,2,"Base / Near-High, Growth",140.0,170.0,98,Uptrend,30,False,7.4,False,False,False,False,False,False,False
HEI-A,Heico Corp,Industrials,Aerospace & Defense,42.75B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",3.0,30.8,2,"Base / Near-High, Growth",140.0,170.0,92,Uptrend,30,False,5.0,False,False,False,False,False,False,False
APH,Amphenol Corp,Technology,Electronic Components,208.60B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",4.7,59.6,2,"Base / Near-High, Growth",140.0,170.0,106,Uptrend,30,False,5.6,False,False,False,False,False,False,False
NESR,National Energy Services Reunited Corp,Energy,Oil & Gas Equipment & Services,2.93B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",5.5,-19.1,2,"Base / Near-High, Growth",140.0,170.0,95,Uptrend,30,False,4.9,False,False,False,False,False,False,False
LFUS,Littelfuse Inc,Technology,Electronic Components,11.60B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",5.1,-108.1,2,"Base / Near-High, Growth",140.0,170.0,96,Uptrend,30,False,0.5,False,False,False,False,False,False,False
INSW,International Seaways Inc,Energy,Oil & Gas Midstream,4.57B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",3.9,69.6,2,"Base / Near-High, Growth",140.0,170.0,106,Uptrend,30,False,13.9,False,False,False,False,False,False,False
PLTR,Palantir Technologies Inc,Technology,Software - Infrastructure,413.36B,3,4,"2026-08-04, 2026-08-05, 2026-08-07",5.4,285.3,4,"10% Change, Growth, Power Move, Week 20%+ Gain",135.0,165.0,80,Transitional,10,False,24.2,False,False,True,False,False,False,False
OUST,Ouster Inc,Technology,Electronic Components,2.87B,3,4,"2026-08-03, 2026-08-04, 2026-08-05",11.3,50.6,2,"10% Change, Growth, Power Move, Week 20%+ Gain",135.0,165.0,91,Uptrend,30,False,0.7,False,False,False,False,False,False,False
JXN,Jackson Financial Inc,Financial,Insurance - Life,8.80B,3,4,"2026-08-04, 2026-08-05, 2026-08-07",3.1,13441.1,2,"52 Week High, Base / Near-High, Growth",125.0,165.0,96,Uptrend,30,False,18.7,False,False,False,True,False,False,False
IVZ,Invesco Ltd,Financial,Asset Management,13.94B,3,4,"2026-08-04, 2026-08-05, 2026-08-07",3.2,-173.7,2,"52 Week High, Base / Near-High, Growth",125.0,165.0,104,Uptrend,30,False,12.8,False,False,False,True,False,False,False
NBIS,Nebius Group NV,Technology,Software - Infrastructure,55.11B,3,4,"2026-08-03, 2026-08-04, 2026-08-05",12.8,428.8,2,"10% Change, Growth, Power Move, Week 20%+ Gain",135.0,165.0,85,Uptrend,30,False,-5.1,False,False,False,False,False,False,False
HELP,Helus Pharma Inc,Healthcare,Biotechnology,719.59M,3,4,"2026-08-04, 2026-08-05, 2026-08-07",6.2,-9.5,3,"10% Change, Power Move, Week 20%+ Gain",125.0,160.0,49,Uptrend,15,False,56.4,False,False,True,False,False,False,False
URGN,UroGen Pharma Ltd,Healthcare,Biotechnology,2.30B,2,4,"2026-08-05, 2026-08-07",5.3,39.9,3,"52 Week High, Base / Near-High, Growth",100.0,160.0,83,Uptrend,30,False,30.9,False,False,True,True,False,False,False
ESTA,Establishment Labs Holdings Inc,Healthcare,Medical Devices,2.78B,2,4,"2026-08-03, 2026-08-04",4.1,52.1,3,"52 Week High, Base / Near-High, Growth",100.0,160.0,94,Uptrend,30,False,9.5,False,False,True,True,False,False,False
FLY,Firefly Aerospace Inc,Industrials,Aerospace & Defense,4.39B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",10.1,-21.5,3,"10% Change, IPO, Power Move, Week 20%+ Gain",160.0,155.0,4,Downtrend,-40,False,-27.5,False,True,True,False,False,False,False
SOLV,Solventum Corp,Healthcare,Medical Instruments & Supplies,14.13B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",3.4,277.2,1,IPO,110.0,155.0,96,Uptrend,30,False,12.0,False,True,False,False,False,False,False
SAIL,Sailpoint Inc,Technology,Software - Infrastructure,10.58B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",5.6,78.7,2,"Growth, IPO",140.0,155.0,51,Transitional,0,False,11.8,False,True,False,False,False,False,False
KSPI,Kaspi.kz JSC ADR,Technology,Software - Infrastructure,17.16B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",2.9,-6.9,1,IPO,110.0,155.0,85,Uptrend,30,False,5.8,False,True,False,False,False,False,False
TXG,10x Genomics Inc,Healthcare,Health Information Services,6.61B,1,4,2026-08-07,6.0,86.7,3,"10% Change, 52 Week High, Power Move",75.0,155.0,88,Uptrend,30,False,33.6,True,False,True,False,False,False,False
ECG,Everus Construction Group,Industrials,Engineering & Construction,6.99B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",6.6,53.4,1,IPO,110.0,155.0,71,Uptrend,30,False,-7.8,False,True,False,False,False,False,False
CRWV,CoreWeave Inc,Technology,Software - Infrastructure,49.47B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",9.6,-21.7,3,"10% Change, IPO, Power Move, Week 20%+ Gain",160.0,155.0,-5,Downtrend,-40,False,-8.2,False,True,True,False,False,False,False
MDA,MDA Space Ltd,Industrials,Aerospace & Defense,5.61B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",6.2,3.9,1,IPO,110.0,155.0,61,Uptrend,30,False,-13.0,False,True,False,False,False,False,False
AXTA,Axalta Coating Systems Ltd,Basic Materials,Specialty Chemicals,8.17B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",3.1,-20.2,1,52 Week High,110.0,150.0,66,Uptrend,30,False,10.2,False,False,False,True,False,False,False
HNGE,Hinge Health Inc,Healthcare,Health Information Services,6.91B,1,4,2026-08-07,5.5,124.7,4,"10% Change, Base / Near-High, IPO, Power Move",85.0,150.0,90,Uptrend,30,False,18.5,False,True,True,False,False,False,False
VELO,Velo3D Inc,Technology,Computer Hardware,421.98M,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",14.9,94.3,3,"10% Change, Power Move, Week 20%+ Gain",150.0,150.0,7,Distribution,-20,False,-34.0,False,False,True,False,False,False,False
SWK,Stanley Black & Decker Inc,Industrials,Tools & Accessories,15.69B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",3.4,29.9,1,52 Week High,110.0,150.0,89,Uptrend,30,False,13.6,False,False,False,True,False,False,False
SN,SharkNinja Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",26.13B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",3.6,56.7,1,52 Week High,110.0,150.0,85,Uptrend,30,False,14.6,False,False,False,True,False,False,False
BLLN,Billiontoone Inc,Healthcare,Diagnostics & Research,6.90B,3,4,"2026-08-03, 2026-08-04, 2026-08-05",5.4,168.4,2,"Base / Near-High, Growth",115.0,145.0,79,Uptrend,30,False,21.2,False,False,False,False,False,False,False
S,SentinelOne Inc,Technology,Software - Infrastructure,7.20B,3,4,"2026-08-03, 2026-08-04, 2026-08-05",4.6,27.9,2,"Base / Near-High, Growth",115.0,145.0,86,Uptrend,30,False,15.9,False,False,False,False,False,False,False
KNSA,Kiniksa Pharmaceuticals International Plc,Healthcare,Drug Manufacturers - Specialty & Generic,6.09B,3,4,"2026-08-03, 2026-08-04, 2026-08-05",5.1,1646.6,2,"Base / Near-High, Growth",115.0,145.0,101,Uptrend,30,False,24.0,False,False,False,False,False,False,False
CGNX,Cognex Corp,Technology,Scientific & Technical Instruments,11.77B,3,4,"2026-08-03, 2026-08-04, 2026-08-05",4.8,23.8,2,"Base / Near-High, Growth",115.0,145.0,90,Uptrend,30,False,4.2,False,False,False,False,False,False,False
EA,Electronic Arts Inc,Communication Services,Electronic Gaming & Multimedia,52.93B,3,4,"2026-08-04, 2026-08-05, 2026-08-07",0.3,7.4,2,"Base / Near-High, Growth",115.0,145.0,84,Uptrend,30,False,2.2,False,False,False,False,False,False,False
FRO,Frontline Plc,Energy,Oil & Gas Midstream,8.85B,3,4,"2026-08-03, 2026-08-04, 2026-08-07",3.7,160.0,2,"Base / Near-High, Growth",115.0,145.0,104,Uptrend,30,False,6.5,False,False,False,False,False,False,False
ERO,Ero Copper Corp,Basic Materials,Copper,3.58B,3,4,"2026-08-04, 2026-08-05, 2026-08-07",4.9,1451.7,2,"Growth, Power Move",115.0,145.0,109,Uptrend,30,False,6.3,False,False,False,False,False,False,False
CPAY,Corpay Inc,Technology,Software - Infrastructure,25.79B,3,4,"2026-08-03, 2026-08-04, 2026-08-05",3.0,16.4,2,"Base / Near-High, Growth",115.0,145.0,80,Uptrend,30,False,8.1,False,False,False,False,False,False,False
INDB,Independent Bank Corp,Financial,Banks - Regional,4.14B,3,4,"2026-08-03, 2026-08-04, 2026-08-05",2.2,25.1,2,"Base / Near-High, Growth",115.0,145.0,82,Uptrend,30,False,2.9,False,False,False,False,False,False,False
INFQ,Infleqtion Inc,Technology,Software - Infrastructure,2.60B,4,4,"2026-08-03, 2026-08-04, 2026-08-05, 2026-08-07",9.5,0.0,3,"10% Change, IPO, Power Move",150.0,145.0,-12,Downtrend,-40,False,-14.8,False,True,True,False,False,False,False
FLYW,Flywire Corp,Technology,Software - Infrastructure,2.16B,3,4,"2026-08-04, 2026-08-05, 2026-08-07",4.3,539.5,2,"Base / Near-High, Growth",115.0,145.0,93,Uptrend,30,False,4.7,False,False,False,False,False,False,False
EQNR,Equinor ASA ADR,Energy,Oil & Gas Integrated,93.05B,3,4,"2026-08-03, 2026-08-04, 2026-08-07",3.3,21.9,2,"Base / Near-High, Growth",115.0,145.0,99,Uptrend,30,False,10.8,False,False,False,False,False,False,False
DDD,3D Systems Corp,Technology,Computer Hardware,613.08M,3,4,"2026-08-04, 2026-08-05, 2026-08-07",7.6,122.0,2,"Power Move, Week 20%+ Gain",115.0,145.0,71,Uptrend,30,False,17.5,False,False,False,False,False,False,False
INCY,Incyte Corp,Healthcare,Biotechnology,24.44B,3,4,"2026-08-04, 2026-08-05, 2026-08-07",3.6,80.7,2,"Base / Near-High, Growth",115.0,145.0,98,Uptrend,30,False,9.6,False,False,False,False,False,False,False
PTGX,Protagonist Therapeutics Inc,Healthcare,Biotechnology,9.44B,3,4,"2026-08-04, 2026-08-05, 2026-08-07",4.3,-302.1,2,"Base / Near-High, Growth",115.0,145.0,102,Uptrend,30,False,12.4,False,False,False,False,False,False,False
AEVA,Aeva Technologies Inc,Technology,Software - Infrastructure,1.80B,3,4,"2026-08-04, 2026-08-05, 2026-08-07",10.0,93.6,2,"Power Move, Week 20%+ Gain",115.0,145.0,61,Uptrend,30,False,-6.8,False,False,False,False,False,False,False
TECK,Teck Resources Ltd,Basic Materials,Copper,32.61B,3,4,"2026-08-04, 2026-08-05, 2026-08-07",4.2,1262.8,2,"Base / Near-High, Growth",115.0,145.0,109,Uptrend,30,False,5.6,False,False,False,False,False,False,False
WKC,World Kinect Corp,Energy,Oil & Gas Refining & Marketing,1.97B,3,4,"2026-08-03, 2026-08-04, 2026-08-05",3.1,58.2,2,"Base / Near-High, Growth",115.0,145.0,88,Uptrend,30,False,16.9,False,False,False,False,False,False,False
HAPN,Happen Inc,Financial,Banks - Regional,2.36B,3,4,"2026-08-03, 2026-08-04, 2026-08-05",4.1,160.4,2,"Base / Near-High, Growth",115.0,145.0,94,Uptrend,30,False,9.8,False,False,False,False,False,False,False
BAP,Credicorp Ltd,Financial,Banks - Regional,31.41B,3,4,"2026-08-03, 2026-08-04, 2026-08-05",3.1,34.0,2,"Base / Near-High, Growth",115.0,145.0,90,Uptrend,30,False,6.2,False,False,False,False,False,False,False
