Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score,RS Rating
SNDK,6,"10% Change, Growth, IPO, 52 Week High, Week 20%+ Gain, Power Move",Sandisk Corp,Technology,Computer Hardware,USA,231.37B,"20,234,435",5.939808236363404,395.16,82.76,8.517838339441042,1.12,18130000.0,43.72,86.53,303.89,272.72,78.6,-8.91,83.47,161.28,621.64,4161.7,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 43.7, 'sma50': 86.5, 'sma200': 303.9}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.9%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.9% · holding above 20-day MA'}",False,,105.0,99
MU,5,"10% Change, Growth, 52 Week High, Week 20%+ Gain, Power Move",Micron Technology Inc,Technology,Semiconductors,USA,842.20B,"64,124,889",5.248992380926876,410.18,85.55,9.326759371628413,1.53,42020000.0,42.14,66.34,156.99,756.34,80.5,0.13,77.17,89.21,214.45,777.05,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 42.1, 'sma50': 66.3, 'sma200': 157.0}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.2%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.2% · holding above 20-day MA'}",False,,112.0,94
RKLB,5,"10% Change, Growth, 52 Week High, Week 20%+ Gain, Power Move",Rocket Lab Corp,Industrials,Aerospace & Defense,USA,60.73B,"78,878,328",7.035175879396985,1.96,45.83,5.90952452678617,3.74,21080000.0,28.5,42.6,67.39,37.95,48.53,2.04,58.03,45.84,86.94,356.58,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 28.5, 'sma50': 42.6, 'sma200': 67.4}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,107.0,84
AMN,4,"10% Change, Growth, Week 20%+ Gain, Power Move",AMN Healthcare Services Inc,Healthcare,Medical Care Facilities,USA,1.12B,"3,814,640",4.798066965826718,35.03,19.87,22.019020983733604,3.35,1140000.0,38.2,45.22,53.81,5678.95,102.92,-6.44,56.68,42.71,40.43,42.5,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 38.2, 'sma50': 45.2, 'sma200': 53.8}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 4.8%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.8% · holding above 20-day MA'}",False,,95.0,40
DXYZ,4,"10% Change, 52 Week High, Week 20%+ Gain, Power Move",Destiny Tech100 Inc,Financial,Asset Management,USA,787.88M,"6,759,621",5.586080586080586,129.27,-270.37,8.10168686148729,3.89,1740000.0,62.35,83.75,92.35,136.77,11.52,0.0,95.07,76.81,116.58,44.48,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 62.4, 'sma50': 83.8, 'sma200': 92.3}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.6%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.6% · holding above 20-day MA'}",False,,93.0,62
FROG,4,"Growth, 52 Week High, Week 20%+ Gain, Power Move",JFrog Ltd,Technology,Software - Application,USA,8.55B,70.55,5.315379163713678,1.32,25.04,0.17038193951439684,2.66,3450000.0,45.38,54.44,38.79,57.82,85.54,16.0,58.68,47.01,52.97,100.09,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 45.4, 'sma50': 54.4, 'sma200': 38.8}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,64.0,51
INOD,4,"10% Change, Growth, Week 20%+ Gain, Power Move",Innodata Inc,Technology,Information Technology Services,USA,2.77B,"19,129,872",7.091530215573094,3.64,40.1,-9.54714970697922,18.82,1020000.0,84.73,94.82,56.57,87.97,49.48,-11.16,135.22,78.38,31.23,106.49,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 84.7, 'sma50': 94.8, 'sma200': 56.6}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,68.0,56
PENG,4,"10% Change, 52 Week High, Week 20%+ Gain, Power Move",Penguin Solutions Inc,Technology,Information Technology Services,USA,2.24B,"4,352,481",5.0644359032331,543.2,2.27,11.519851945609183,2.97,1470000.0,45.09,88.18,97.32,500.0,113.7,-0.62,93.57,135.52,99.23,147.79,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 45.1, 'sma50': 88.2, 'sma200': 97.3}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.1%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.1% · holding above 20-day MA'}",False,,99.0,79
AMD,3,"Growth, 52 Week High, Power Move",Advanced Micro Devices Inc,Technology,Semiconductors,USA,742.23B,455.19,4.9627628023462735,123.87,34.97,5.7094088549831,1.5,38250000.0,39.53,78.85,109.42,92.25,68.8,2.77,92.36,118.38,77.58,347.58,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 39.5, 'sma50': 78.8, 'sma200': 109.4}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.0%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.0% · holding above 20-day MA'}",False,,108.0,87
BTSG,3,"Growth, IPO, 52 Week High",BrightSpring Health Services Inc,Healthcare,Health Information Services,USA,10.63B,54.83,3.738829108152471,290.87,17.97,0.2743233357717534,0.66,2850000.0,12.15,21.97,55.65,144.76,77.89,0.62,19.4,38.18,67.78,143.47,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 12.2, 'sma50': 22.0, 'sma200': 55.6}","{'vcp_possible': True, 'confidence': 75, 'signals': ['tight range ATR 3.7%', 'volume dry-up RVol 0.7x', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.7% · volume dry-up RVol 0.7x · holding above 20-day MA'}",False,,109.0,62
