Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score
MXL,4,"10% Change, 52 Week High, Week 20%+ Gain, Power Move",MaxLinear Inc,Technology,Semiconductors,USA,6.05B,"17,290,760",8.382701421800949,42.62,40.89,6.287189497213719,7.66,2260000.0,120.74,199.07,272.78,11.61,99.22,0.45,319.9,252.77,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 120.7, 'sma50': 199.1, 'sma200': 272.8}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,99.0
BE,3,"Growth, 52 Week High, Power Move",Bloom Energy Corp,Industrials,Electrical Equipment & Parts,USA,81.91B,287.97,6.71250477480293,-185.53,56.53,18.896721659376613,1.83,10800000.0,46.67,69.04,157.66,322.44,84.88,2.88,140.96,74.12,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 46.7, 'sma50': 69.0, 'sma200': 157.7}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,109.0
COCO,3,"10% Change, Week 20%+ Gain, Power Move",Vita Coco Company Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,3.82B,"5,748,689",5.421956684092606,27.07,18.17,9.040863857717563,4.37,1310000.0,34.11,27.64,42.97,62.7,85.81,12.7,43.92,23.59,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 34.1, 'sma50': 27.6, 'sma200': 43.0}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.4%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.4% · holding above 20-day MA'}",False,,104.0
FCEL,3,"10% Change, 52 Week High, Power Move",Fuelcell Energy Inc,Industrials,Electrical Equipment & Parts,USA,722.62M,"17,954,355",8.13782991202346,11.56,48.29,9.655116970817602,7.49,2400000.0,61.02,74.26,86.5,65.45,40.93,23.38,118.94,41.64,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 61.0, 'sma50': 74.3, 'sma200': 86.5}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,100.0
INTC,3,"52 Week High, Week 20%+ Gain, Power Move",Intel Corp,Technology,Semiconductors,USA,476.21B,94.75,5.002638522427441,86.07,1.36,8.77301740368277,2.24,101970000.0,42.82,77.01,140.38,-288.04,58.8,6.06,130.03,94.24,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 42.8, 'sma50': 77.0, 'sma200': 140.4}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.0%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.0% · holding above 20-day MA'}",False,,112.0
RSI,3,"Growth, 52 Week High, Power Move",Rush Street Interactive Inc,Consumer Cyclical,Gambling,USA,6.52B,27.98,4.2172980700500355,1215.47,28.2,13.411129531074572,3.13,1950000.0,22.14,30.89,44.23,67.36,92.65,0.09,35.17,67.04,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 22.1, 'sma50': 30.9, 'sma200': 44.2}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 4.2%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 4.2% · holding above 20-day MA'}",False,,106.0
SNDK,3,"Growth, IPO, 52 Week High",Sandisk Corp,Technology,Computer Hardware,USA,157.08B,1064.21,6.223395758355964,-327.99,23.6,-0.602432144658438,0.57,19360000.0,19.59,43.49,211.17,617.71,77.26,-9.08,85.89,101.7,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 19.6, 'sma50': 43.5, 'sma200': 211.2}","{'vcp_possible': False, 'confidence': 45, 'signals': ['volume dry-up RVol 0.6x', 'holding above 20-day MA'], 'reason': 'volume dry-up RVol 0.6x · holding above 20-day MA'}",False,,100.0
STX,3,"Growth, 52 Week High, Power Move",Seagate Technology Holdings Plc,Technology,Computer Hardware,USA,140.29B,643.30,5.442250893828696,65.02,28.92,5.8241966129019,2.76,3920000.0,21.47,43.33,114.15,107.74,85.94,-4.76,77.5,45.24,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 21.5, 'sma50': 43.3, 'sma200': 114.2}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.4%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.4% · holding above 20-day MA'}",False,,111.0
AAOI,2,"Growth, Power Move",Applied Optoelectronics Inc,Technology,Communication Equipment,USA,12.06B,152.83,10.698161355754761,84.71,82.75,-11.867827691597943,0.88,10690000.0,9.55,40.32,206.23,98.89,64.3,4.46,79.4,237.9,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 9.6, 'sma50': 40.3, 'sma200': 206.2}","{'vcp_possible': True, 'confidence': 55, 'signals': ['below-avg volume RVol 0.9x', 'tight pullback -12% from high', 'holding above 20-day MA'], 'reason': 'below-avg volume RVol 0.9x · tight pullback -12% from high · holding above 20-day MA'}",False,,101.0
ADEA,2,"Growth, 52 Week High",Adeia Inc,Technology,Software - Application,USA,3.40B,30.69,3.1280547409579667,71.9,17.91,-0.03257328990227126,1.23,1150000.0,9.52,25.77,72.25,105.74,95.86,1.82,32.68,67.07,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 9.5, 'sma50': 25.8, 'sma200': 72.2}","{'vcp_possible': False, 'confidence': 45, 'signals': ['tight range ATR 3.1%', 'holding above 20-day MA'], 'reason': 'tight range ATR 3.1% · holding above 20-day MA'}",False,,82.0
