Ticker,Appearances,Screeners,Company,Sector,Industry,Country,Market Cap,Volume,Price,ATR%,EPS Y/Y TTM,Sales Y/Y TTM,Dist From High%,Rel Volume,Avg Volume,SMA20%,SMA50%,SMA200%,EPS Q/Q,Inst Own,Inst Trans,Perf Month,Perf Quarter,Perf Half Y,Perf Year,Stage,VCP,_10pct_excluded,_10pct_exclude_reasons,Quality Score,RS Rating
APPS,4,"Growth, 52 Week High, Base / Near-High, Week 20%+ Gain",Digital Turbine Inc,Technology,Software - Application,USA,1.74B,"4,634,798",14.34,8.437935843793584,60.41,19.24,-0.20876826722338038,0.73,6310000.0,50.42,45.13,144.58,29.02,61.89,-4.54,27.92,259.4,238.61,205.11,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 50.4, 'sma50': 45.1, 'sma200': 144.6}","{'vcp_possible': False, 'confidence': 45, 'signals': ['volume dry-up RVol 0.7x', 'holding above 20-day MA'], 'reason': 'volume dry-up RVol 0.7x · holding above 20-day MA'}",False,,67.0,99
CAI,4,"Growth, IPO, Week 20%+ Gain, Power Move",Caris Life Sciences Inc,Healthcare,Biotechnology,USA,6.43B,"9,363,679",22.74,5.3210202286719435,113.1,85.37,-46.49411764705883,2.6,3600000.0,36.8,32.56,6.64,99.88,48.35,18.54,27.25,14.62,7.01,-20.46,"{'stage': 1, 'badge': '🔵 Stage 1', 'perfect': False, 'sma20': 36.8, 'sma50': 32.6, 'sma200': 6.6}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,66.0,13
CRSR,4,"10% Change, 52 Week High, Week 20%+ Gain, Power Move",Corsair Gaming Inc,Technology,Computer Hardware,USA,1.53B,"9,507,646",14.35,6.2717770034843205,109.41,8.03,9.466778549088417,3.55,2680000.0,37.53,46.44,101.73,215.05,37.35,3.0,50.26,102.4,202.74,61.96,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 37.5, 'sma50': 46.4, 'sma200': 101.7}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,100.0,94
HNGE,4,"10% Change, IPO, Base / Near-High, Power Move",Hinge Health Inc,Healthcare,Health Information Services,USA,6.91B,"2,546,049",89.33,5.462890406358446,124.68,49.76,-2.371584699453555,1.32,1930000.0,10.16,18.46,70.04,107.01,58.29,4.32,-0.66,62.42,181.0,48.02,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 10.2, 'sma50': 18.5, 'sma200': 70.0}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.5%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.5% · holding above 20-day MA'}",False,,90.0,87
TIC,4,"10% Change, IPO, Week 20%+ Gain, Power Move",TIC Solutions Inc,Industrials,Specialty Business Services,USA,2.22B,"4,074,415",10.06,4.870775347912525,-119.03,0.0,-32.66398929049531,1.97,2069999.9999999998,34.76,27.37,10.0,-3105.26,0.0,-12.35,33.95,0.5,11.78,3.6,"{'stage': 0, 'badge': '⚪ Transitional', 'perfect': False, 'sma20': 34.8, 'sma50': 27.4, 'sma200': 10.0}","{'vcp_possible': False, 'confidence': 0, 'reason': 'Not Stage 2'}",False,,47.0,16
AHR,3,"Growth, IPO, Base / Near-High",American Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,USA,11.84B,"2,400,837",56.74,2.767007402185407,318.17,16.39,-3.33901192504259,0.75,3210000.0,1.07,8.88,13.96,157.4,97.39,-2.73,5.39,14.4,17.79,42.35,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 1.1, 'sma50': 8.9, 'sma200': 14.0}","{'vcp_possible': True, 'confidence': 100, 'signals': ['tight range ATR 2.8%', 'volume dry-up RVol 0.8x', 'tight pullback -3% from high', 'holding above 20-day MA'], 'reason': 'tight range ATR 2.8% · volume dry-up RVol 0.8x · tight pullback -3% from high · holding above 20-day MA'}",False,,107.0,36
ALOY,3,"10% Change, Week 20%+ Gain, Power Move",REalloys Inc,Basic Materials,Other Industrial Metals & Mining,USA,843.96M,"3,832,201",12.27,10.920945395273025,-190.28,1.82,-54.38661710037175,1.4,2740000.0,32.61,1.34,13.41,-746.7,4.65,64.82,-5.47,28.48,19.36,83.41,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 32.6, 'sma50': 1.3, 'sma200': 13.4}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",False,,78.0,62
AXTI,3,"10% Change, Week 20%+ Gain, Power Move",AXT Inc,Technology,Semiconductor Equipment & Materials,USA,5.80B,"19,056,798",88.58,12.102054639873563,104.66,45.81,-38.12517462978485,1.9,10050000.0,59.22,22.33,82.79,208.68,65.19,8.07,41.61,-18.3,333.58,4200.0,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 59.2, 'sma50': 22.3, 'sma200': 82.8}","{'vcp_possible': False, 'confidence': 15, 'signals': ['holding above 20-day MA'], 'reason': 'holding above 20-day MA'}",True,-38% from 52w high,107.0,99
COHR,3,"Growth, Week 20%+ Gain, Power Move",Coherent Corp,Technology,Scientific & Technical Instruments,USA,74.17B,"10,607,960",379.13,9.015377311212514,1103.17,18.0,-13.834090909090913,1.83,5800000.0,28.85,10.54,45.62,990.95,83.06,-0.71,15.86,18.78,81.19,233.1,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 28.9, 'sma50': 10.5, 'sma200': 45.6}","{'vcp_possible': False, 'confidence': 40, 'signals': ['tight pullback -14% from high', 'holding above 20-day MA'], 'reason': 'tight pullback -14% from high · holding above 20-day MA'}",False,,109.0,88
FIVN,3,"10% Change, 52 Week High, Power Move",Five9 Inc,Technology,Software - Infrastructure,USA,2.60B,"7,800,447",33.99,5.8546631362165344,1136.22,9.31,12.507944073721,2.5,3120000.0,27.89,41.46,68.53,3234.38,102.11,3.63,36.34,53.11,112.3,34.4,"{'stage': 2, 'badge': '🟢 Stage 2', 'perfect': True, 'sma20': 27.9, 'sma50': 41.5, 'sma200': 68.5}","{'vcp_possible': False, 'confidence': 30, 'signals': ['moderate tightness ATR 5.9%', 'holding above 20-day MA'], 'reason': 'moderate tightness ATR 5.9% · holding above 20-day MA'}",False,,104.0,81
